,Target Score
0,6.42413330078125
1,6.44106721878052
2,6.77580547332764
3,6.46838712692261
4,6.58226013183594
5,6.67111444473267
6,6.69713068008423
7,6.42722129821777
8,6.03933000564575
14,5.08285140991211
15,4.85848140716553
16,4.98564910888672
17,4.7244439125061
18,4.66016101837158
19,4.63556480407715
20,4.63347387313843
21,4.5561408996582
22,4.3097710609436
28,6.08557939529419
29,5.78062009811401
30,5.77887439727783
31,6.0188946723938
32,5.76742887496948
33,5.8647985458374
34,5.83432912826538
35,5.76972341537476
36,5.65055274963379
42,7.00083160400391
43,6.83733129501343
44,7.03781652450562
45,6.66000366210938
46,7.14028263092041
47,6.98099899291992
48,6.54689693450928
49,6.37481737136841
50,6.3329291343689
56,4.11062574386597
57,4.14107227325439
58,4.16122531890869
59,3.89870691299438
60,3.67446684837341
61,3.88330554962158
62,4.16216468811035
63,4.46125936508179
64,4.58584213256836
70,4.7414083480835
71,4.55425691604614
72,4.43388509750366
73,4.24463415145874
74,4.27103805541992
75,4.24044132232666
76,5.03796482086182
77,4.81623220443726
78,5.07405138015747
84,7.48782444000244
85,7.65034627914429
86,7.42605352401733
87,7.41514444351196
88,7.59379386901855
89,7.30425786972046
90,7.41277265548706
91,7.24484586715698
92,7.41486835479736
98,6.49368619918823
99,6.63565587997437
100,6.52633476257324
101,6.59912872314453
102,6.74015378952026
103,6.84423828125
104,6.53274965286255
105,6.57905626296997
106,6.32011938095093
112,4.45436096191406
113,4.65273666381836
114,5.03720760345459
115,5.09491729736328
116,5.24109029769897
117,5.19561910629272
118,5.30387783050537
119,5.32495594024658
120,5.09906148910522
126,6.27160453796387
127,6.40811347961426
128,6.46395254135132
129,6.37487983703613
130,6.60655069351196
131,6.44878911972046
132,6.38757181167603
133,6.23371505737305
134,6.15734195709229
140,7.68335866928101
141,7.77051544189453
142,7.78823184967041
143,7.51990938186646
144,7.58860683441162
145,7.50755929946899
146,7.5144248008728
147,7.5577826499939
148,7.59370231628418
154,5.43161392211914
155,4.73502111434937
156,5.39653539657593
157,4.75331115722656
158,5.01551532745361
159,5.38733196258545
160,5.06186246871948
161,5.23869848251343
162,5.60520267486572
168,6.02180337905884
169,5.83805131912231
170,5.79508829116821
171,5.96071624755859
172,6.01920604705811
173,5.94585180282593
174,5.96407508850098
175,6.11543750762939
176,5.83951854705811
182,5.06616449356079
183,4.66891622543335
184,4.17415857315063
185,4.20415687561035
186,3.55852031707764
187,4.88507270812988
188,4.76253843307495
189,4.55674076080322
190,3.92934417724609
196,6.83908700942993
197,6.73991107940674
198,4.74129486083984
199,5.93437147140503
200,6.32506322860718
201,5.85652351379395
202,6.01849603652954
203,6.13982486724854
204,6.33931827545166
210,3.80063915252686
211,4.10183715820312
212,4.20303058624268
213,4.25444555282593
214,4.34892082214355
215,4.28750801086426
216,4.12194061279297
217,4.44838619232178
218,4.45077466964722
224,6.64149332046509
225,6.72453117370605
226,6.62131214141846
227,6.70236206054688
228,6.96512508392334
229,6.98421430587769
230,7.03713750839233
231,6.87376308441162
232,7.07432460784912
238,4.1976957321167
239,4.60625171661377
240,5.60819959640503
241,5.05726194381714
242,4.96505308151245
243,3.86035108566284
244,3.98591613769531
245,4.51441144943237
246,5.48131084442139
252,4.52151775360107
253,4.98927736282349
254,4.63487148284912
255,4.72014665603638
256,4.42778873443604
257,4.42437934875488
258,4.34207916259766
259,4.17917728424072
260,4.04611110687256
266,7.35297918319702
267,7.35891628265381
268,7.43314790725708
269,7.1108546257019
270,7.32056331634521
271,7.40057039260864
272,7.07941102981567
273,7.159010887146
274,7.33103609085083
280,6.33380031585693
281,6.35423803329468
282,6.05708646774292
283,5.83931398391724
284,6.00937366485596
285,6.0265851020813
286,5.84768390655518
287,5.95452404022217
288,6.19887018203735
294,5.84499931335449
295,6.05675268173218
296,6.26279354095459
297,5.96821641921997
298,5.95936155319214
299,5.92262077331543
300,5.87968444824219
301,5.95465087890625
302,5.9106764793396
308,5.99985933303833
309,5.56994247436523
310,5.53932762145996
311,5.13199615478516
312,5.17195272445679
313,5.33302164077759
314,5.4045934677124
315,5.27128458023071
316,4.80808258056641
322,5.38256311416626
323,5.51428651809692
324,5.73566293716431
325,5.75946950912476
326,5.83548307418823
327,5.97009754180908
328,5.94999504089355
329,5.53355169296265
330,5.88235139846802
336,4.27043485641479
337,4.255859375
338,4.40531015396118
339,4.54733514785767
340,3.79538321495056
341,4.90457963943481
342,4.35761785507202
343,4.39612770080566
344,4.47565412521362
350,5.891432762146
351,5.17660140991211
352,4.85950183868408
353,5.63958835601807
354,6.12575817108154
355,5.00037527084351
356,5.07746076583862
357,5.75941228866577
358,6.14919996261597
364,5.06905364990234
365,4.99641084671021
366,4.92104911804199
367,5.20778560638428
368,5.40242671966553
369,5.25219297409058
370,4.90537595748901
371,4.85653400421143
372,5.62953662872314
378,5.46692085266113
379,5.06582498550415
380,5.43243741989136
381,5.77103710174561
382,5.59568929672241
383,6.12572383880615
384,5.71137809753418
385,5.86555242538452
386,6.27294063568115
392,6.96281909942627
393,6.8023886680603
394,6.90951538085938
395,7.32018518447876
396,7.44254636764526
397,6.67983102798462
398,6.23628711700439
399,6.82417297363281
400,6.41029930114746
406,5.55437421798706
407,5.5897364616394
408,5.7922625541687
409,5.9957127571106
410,5.75605916976929
411,5.91705846786499
412,6.01747226715088
413,5.57778406143188
414,5.32553052902222
420,4.87991094589233
421,4.94151401519775
422,4.99395656585693
423,5.00196504592896
424,4.97692537307739
425,5.31255006790161
426,5.54748916625977
427,5.430832862854
428,5.5942702293396
434,5.15822792053223
435,5.38477325439453
436,5.38876628875732
437,5.62073564529419
438,5.53717756271362
439,6.03697681427002
440,5.99553871154785
441,5.85494565963745
442,5.57874298095703
448,6.14759016036987
449,6.30709838867188
450,6.69978952407837
451,6.39635944366455
452,6.49513292312622
453,6.27837800979614
454,6.34549188613892
455,6.47392129898071
456,6.29428243637085
462,5.21843099594116
463,4.65242862701416
464,4.93051147460938
465,5.13388776779175
466,3.66072726249695
467,4.82845640182495
468,4.88732576370239
469,4.76973962783813
470,4.51365518569946
476,5.64768981933594
477,6.11602449417114
478,6.94659900665283
479,6.00328683853149
480,5.9588098526001
481,5.80132532119751
482,5.78021144866943
483,5.97056436538696
484,5.87388706207275
490,6.19860124588013
491,6.18826246261597
492,6.51824903488159
493,6.29069042205811
494,6.15002727508545
495,6.45647764205933
496,6.38066339492798
497,6.31861209869385
498,6.23017311096191
504,7.26597738265991
505,7.49601888656616
506,7.38223218917847
507,7.56014776229858
508,7.43401050567627
509,7.23914766311646
510,7.28892230987549
511,7.36874437332153
512,7.28680467605591
518,4.5751748085022
519,4.38063621520996
520,4.26267147064209
521,4.49657154083252
522,4.96652126312256
523,4.89615774154663
524,5.12421083450317
525,5.10372114181519
526,5.82923412322998
532,3.40750789642334
533,3.22912907600403
534,4.07356214523315
535,4.00689744949341
536,3.85239481925964
537,3.48327851295471
538,3.66059732437134
539,2.90273427963257
540,3.3471212387085
546,5.47564506530762
547,6.21670293807983
548,6.66360902786255
549,6.30023527145386
550,6.23102474212646
551,6.98546361923218
552,6.20176267623901
553,6.07363986968994
554,5.9388952255249
560,5.21284151077271
561,5.49034738540649
562,5.27194404602051
563,5.3090763092041
564,4.88817739486694
565,5.57979440689087
566,5.51446533203125
567,5.32622194290161
568,5.607262134552
574,4.61198568344116
575,4.19288206100464
576,4.82600116729736
577,4.30923795700073
578,3.7095787525177
579,3.7699191570282
580,4.23768663406372
581,4.23326110839844
582,4.00051689147949
588,5.16563940048218
589,5.05756139755249
590,5.08313274383545
591,5.03034210205078
592,4.71080255508423
593,4.29732990264893
594,3.96454286575317
595,4.02869033813477
596,4.3110671043396
602,6.90654706954956
603,7.02936410903931
604,6.86924886703491
605,6.880784034729
606,6.91805505752563
607,6.75814771652222
608,6.51544523239136
609,6.82428359985352
610,7.10327339172363
616,7.15803241729736
617,7.16361618041992
618,7.1151385307312
619,7.02622699737549
620,7.24928522109985
621,7.15111446380615
622,6.86394691467285
623,6.80359983444214
624,6.99175930023193
630,6.29622268676758
631,6.06201076507568
632,6.55404710769653
633,6.44972848892212
634,6.44446468353271
635,6.56144380569458
636,6.62808036804199
637,6.17148542404175
638,6.33600997924805
644,4.05591440200806
645,4.68156957626343
646,4.84564161300659
647,4.95510053634644
648,4.69018793106079
649,4.18445062637329
650,3.70319128036499
651,3.73540019989014
652,3.63830018043518
9,5.79279661178589
10,6.08556079864502
23,4.49921703338623
24,5.11421680450439
37,5.91573429107666
38,5.67427062988281
51,6.19092178344727
52,6.45114898681641
65,5.1218376159668
66,4.99828481674194
79,5.25073766708374
80,4.93673753738403
93,7.17549657821655
94,7.10907649993896
107,6.43622064590454
108,5.94225025177002
121,5.13143396377563
122,5.14412021636963
135,5.98351240158081
136,6.35029792785645
149,7.64878559112549
150,7.69300317764282
163,5.43321561813354
164,6.00423717498779
177,6.12801027297974
178,5.80913114547729
191,4.00545072555542
192,4.32783174514771
205,6.2411994934082
206,6.45482063293457
219,4.65909719467163
220,4.89183568954468
233,7.11836433410645
234,7.03547239303589
247,5.00369310379028
248,4.96680974960327
261,3.81806874275208
262,3.24876976013184
275,6.92717885971069
276,7.33177995681763
289,6.51652669906616
290,6.44541692733765
303,5.79357528686523
304,5.90803909301758
317,4.63893365859985
318,4.45254802703857
331,6.00763607025146
332,6.27226829528809
345,4.65570259094238
346,4.61885023117065
359,6.39182567596436
360,6.42514419555664
373,5.29738330841064
374,5.68522071838379
387,6.30887889862061
388,6.06409788131714
401,6.54957866668701
402,6.43194532394409
415,5.6822772026062
416,5.80345058441162
429,5.8691725730896
430,6.26774501800537
443,5.51350021362305
444,5.44052362442017
457,6.35639333724976
458,6.5612473487854
471,4.88392210006714
472,5.03486347198486
485,5.84023141860962
486,5.90281677246094
499,6.51337099075317
500,6.45744943618774
513,7.37479209899902
514,7.39809274673462
527,5.49746894836426
528,5.4640154838562
541,3.44502329826355
542,3.64015483856201
555,6.01156187057495
556,6.02215147018433
569,5.1856894493103
570,4.87207365036011
583,4.32171487808228
584,4.94805145263672
597,4.66190910339355
598,4.70176219940186
611,7.2334451675415
612,7.157151222229
625,6.8826847076416
626,6.94370126724243
639,6.37171459197998
640,6.60033702850342
653,3.61647987365723
654,2.69352316856384
