,Country,Target Year,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 2 years,Happy lag 1 year
631,Uruguay,2008,3325403.0,3331753.0,3340221.0,75.2,75.4,75.4,19579457966.0,23410572634.0,30366213119.0,5887.845162,7026.503055,9091.079039,274010442.0,279957943.0,288159572.0,5.66386985778809,6.29622268676758
632,Uruguay,2009,3331753.0,3340221.0,3349676.0,75.4,75.4,75.4,23410572634.0,30366213119.0,31660911277.0,7026.503055,9091.079039,9451.932449,279957943.0,288159572.0,296106343.0,6.29622268676758,6.06201076507568
633,Uruguay,2010,3340221.0,3349676.0,3359273.0,75.4,75.4,75.7,30366213119.0,31660911277.0,40284481652.0,9091.079039,9451.932449,11992.02377,288159572.0,296106343.0,302404303.0,6.06201076507568,6.55404710769653
634,Uruguay,2011,3349676.0,3359273.0,3368926.0,75.4,75.7,76.2,31660911277.0,40284481652.0,47962439304.0,9451.932449,11992.02377,14236.715,296106343.0,302404303.0,310056947.0,6.55404710769653,6.44972848892212
635,Uruguay,2012,3359273.0,3368926.0,3378975.0,75.7,76.2,75.4,40284481652.0,47962439304.0,51264390116.0,11992.02377,14236.715,15171.58017,302404303.0,310056947.0,318648738.0,6.44972848892212,6.44446468353271
636,Uruguay,2013,3368926.0,3378975.0,3389436.0,76.2,75.4,76.4,47962439304.0,51264390116.0,57531233351.0,14236.715,15171.58017,16973.68924,310056947.0,318648738.0,326141111.0,6.44446468353271,6.56144380569458
637,Uruguay,2014,3378975.0,3389436.0,3400439.0,75.4,76.4,76.6,51264390116.0,57531233351.0,57236013086.0,15171.58017,16973.68924,16831.94819,318648738.0,326141111.0,332825434.0,6.56144380569458,6.62808036804199
638,Uruguay,2015,3389436.0,3400439.0,3412013.0,76.4,76.6,76.3,57531233351.0,57236013086.0,53274304222.0,16973.68924,16831.94819,15613.74597,326141111.0,332825434.0,339550899.0,6.62808036804199,6.17148542404175
644,Zimbabwe,2007,12076697.0,12155496.0,12255920.0,46.0,45.3,44.8,5755215200.0,5443896500.0,5291950100.0,476.5554025,447.8547399,431.7872587,630859573.0,641225034.0,651060195.0,3.28024673461914,3.17426371574402
645,Zimbabwe,2008,12155496.0,12255920.0,12379553.0,45.3,44.8,44.5,5443896500.0,5291950100.0,4415702800.0,447.8547399,431.7872587,356.6932344,641225034.0,651060195.0,658780209.0,3.17426371574402,4.05591440200806
646,Zimbabwe,2009,12255920.0,12379553.0,12526964.0,44.8,44.5,44.3,5291950100.0,4415702800.0,9665793300.0,431.7872587,356.6932344,771.5990323,651060195.0,658780209.0,664256525.0,4.05591440200806,4.68156957626343
647,Zimbabwe,2010,12379553.0,12526964.0,12697728.0,44.5,44.3,44.6,4415702800.0,9665793300.0,12041655200.0,356.6932344,771.5990323,948.331481,658780209.0,664256525.0,672134841.0,4.68156957626343,4.84564161300659
648,Zimbabwe,2011,12526964.0,12697728.0,12894323.0,44.3,44.6,45.4,9665793300.0,12041655200.0,14101920300.0,771.5990323,948.331481,1093.653409,664256525.0,672134841.0,681878824.0,4.84564161300659,4.95510053634644
649,Zimbabwe,2012,12697728.0,12894323.0,13115149.0,44.6,45.4,46.6,12041655200.0,14101920300.0,17114849900.0,948.331481,1093.653409,1304.968011,672134841.0,681878824.0,689761713.0,4.95510053634644,4.69018793106079
650,Zimbabwe,2013,12894323.0,13115149.0,13350378.0,45.4,46.6,48.2,14101920300.0,17114849900.0,19091020000.0,1093.653409,1304.968011,1429.998461,681878824.0,689761713.0,701597967.0,4.69018793106079,4.18445062637329
651,Zimbabwe,2014,13115149.0,13350378.0,13586710.0,46.6,48.2,50.0,17114849900.0,19091020000.0,19495519600.0,1304.968011,1429.998461,1434.896277,689761713.0,701597967.0,713503654.0,4.18445062637329,3.70319128036499
652,Zimbabwe,2015,13350378.0,13586710.0,13814642.0,48.2,50.0,52.4,19091020000.0,19495519600.0,19963120600.0,1429.998461,1434.896277,1445.069702,701597967.0,713503654.0,725729475.0,3.70319128036499,3.73540019989014
9,Argentina,2016,42637508.0,43075416.0,43508459.0,75.6,75.5,75.7,526320000000.0,594749000000.0,557531000000.0,12334.79825,13789.06042,12790.24247,7354381844.0,7546787804.0,7737764998.0,6.42722129821777,6.03933000564575
10,Argentina,2017,43075416.0,43508459.0,43937143.0,75.5,75.7,75.9,594749000000.0,557531000000.0,643629000000.0,13789.06042,12790.24247,14613.04182,7546787804.0,7737764998.0,7925569727.0,6.03933000564575,5.79279661178589
23,Bangladesh,2016,154517385.0,156256287.0,157977151.0,69.5,69.9,73.0,172885000000.0,195079000000.0,265236000000.0,1118.873808,1248.45331,1678.95323,1061951464.0,1135228712.0,1211705809.0,4.5561408996582,4.3097710609436
24,Bangladesh,2017,156256287.0,157977151.0,159685421.0,69.9,73.0,77.0,195079000000.0,265236000000.0,293755000000.0,1248.45331,1678.95323,1839.583378,1135228712.0,1211705809.0,1292649322.0,4.3097710609436,4.49921703338623
37,Bolivia,2016,10706517.0,10869732.0,11031822.0,69.891,70.277,70.626,32996188017.0,33000198249.0,33941126194.0,3081.878824,3035.971655,3076.656439,394116472.0,415394141.0,438189638.0,5.76972341537476,5.65055274963379
38,Bolivia,2017,10869732.0,11031822.0,11192853.0,70.277,70.626,70.945,33000198249.0,33941126194.0,37508642171.0,3035.971655,3076.656439,3351.124344,415394141.0,438189638.0,461751406.0,5.65055274963379,5.91573429107666
51,Brazil,2016,202763744.0,204471759.0,206163056.0,73.6,73.8,74.1,2456040000000.0,1802210000000.0,1795690000000.0,12112.83496,8813.989806,8710.06329,13278785782.0,13808138782.0,14300886782.0,6.37481737136841,6.3329291343689
52,Brazil,2017,204471759.0,206163056.0,207833825.0,73.8,74.1,74.5,1802210000000.0,1795690000000.0,2063510000000.0,8813.989806,8710.06329,9928.675897,13808138782.0,14300886782.0,14801644497.0,6.3329291343689,6.19092178344727
65,Cambodia,2016,15274506.0,15521435.0,15766290.0,66.1,66.6,67.0,16702610842.0,18049954289.0,20016747754.0,1093.495976,1162.904995,1269.591499,82775697.0,91302231.0,101835559.0,4.46125936508179,4.58584213256836
66,Cambodia,2017,15521435.0,15766290.0,16009413.0,66.6,67.0,67.4,18049954289.0,20016747754.0,22177200512.0,1162.904995,1269.591499,1385.260066,91302231.0,101835559.0,114710465.0,4.58584213256836,5.1218376159668
79,Cameroon,2016,22681853.0,23298376.0,23926549.0,54.8,55.3,55.6,36386546918.0,32210232912.0,33814337900.0,1604.214035,1382.50979,1413.255957,169612568.0,177358737.0,185173931.0,4.81623220443726,5.07405138015747
80,Cameroon,2017,23298376.0,23926549.0,24566070.0,55.3,55.6,55.9,32210232912.0,33814337900.0,36098550142.0,1382.50979,1413.255957,1469.4475,177358737.0,185173931.0,192872431.0,5.07405138015747,5.25073766708374
93,Canada,2016,35664338.0,36026668.0,36382942.0,81.0,81.2,81.5,1805750000000.0,1556510000000.0,1527990000000.0,50955.99832,43596.13554,42315.60371,30177071586.0,30750132962.0,31309699924.0,7.24484586715698,7.41486835479736
94,Canada,2017,36026668.0,36382942.0,36732091.0,81.2,81.5,81.6,1556510000000.0,1527990000000.0,1649270000000.0,43596.13554,42315.60371,45129.4293,30750132962.0,31309699924.0,31879060360.0,7.41486835479736,7.17549657821655
107,Chile,2016,17758969.0,17969356.0,18209072.0,79.3,79.1,79.8,259405000000.0,242497000000.0,249299000000.0,14606.99672,13495.01061,13690.90746,2401090633.0,2482915104.0,2567307132.0,6.57905626296997,6.32011938095093
108,Chile,2017,17969356.0,18209072.0,18470435.0,79.1,79.8,79.9,242497000000.0,249299000000.0,276365000000.0,13495.01061,13690.90746,14962.55685,2482915104.0,2567307132.0,2651353160.0,6.32011938095093,6.43622064590454
121,China,2016,1399453966.0,1406847868.0,1414049353.0,74.9,75.0,75.2,10475700000000.0,11061600000000.0,11233300000000.0,7636.116601,8016.431435,8094.363367,175000000000.0,184000000000.0,194000000000.0,5.32495594024658,5.09906148910522
122,China,2017,1406847868.0,1414049353.0,1421021794.0,75.0,75.2,75.4,11061600000000.0,11233300000000.0,12310400000000.0,8016.431435,8094.363367,8816.986905,184000000000.0,194000000000.0,204000000000.0,5.09906148910522,5.13143396377563
135,Colombia,2016,46967706.0,47520667.0,48175048.0,73.6,73.6,74.2,381112000000.0,293482000000.0,282825000000.0,8114.343921,6175.87603,5870.777957,2863194777.0,2955160135.0,3048402114.0,6.23371505737305,6.15734195709229
136,Colombia,2017,47520667.0,48175048.0,48909844.0,73.6,74.2,74.3,293482000000.0,282825000000.0,311884000000.0,6175.87603,5870.777957,6376.706716,2955160135.0,3048402114.0,3134697902.0,6.15734195709229,5.98351240158081
149,Denmark,2016,5664199.0,5688695.0,5711346.0,78.9,79.2,79.7,352994000000.0,302673000000.0,313116000000.0,62548.98473,53254.85637,54663.99837,3883910718.0,3919114412.0,3956125798.0,7.5577826499939,7.59370231628418
150,Denmark,2017,5688695.0,5711346.0,5732277.0,79.2,79.7,80.0,302673000000.0,313116000000.0,332121000000.0,53254.85637,54663.99837,57610.09818,3919114412.0,3956125798.0,3990868885.0,7.59370231628418,7.64878559112549
163,Dominican Republic,2016,10165182.0,10281675.0,10397738.0,73.6,72.7,73.1,67179914027.0,71164825257.0,75704720190.0,6608.825501,6921.520594,7280.88361,594573265.0,618067854.0,642712421.0,5.23869848251343,5.60520267486572
164,Dominican Republic,2017,10281675.0,10397738.0,10513111.0,72.7,73.1,72.1,71164825257.0,75704720190.0,79997975622.0,6921.520594,7280.88361,7609.353275,618067854.0,642712421.0,666729343.0,5.60520267486572,5.43321561813354
177,Ecuador,2016,15951832.0,16212022.0,16491116.0,75.1,75.0,75.3,101726000000.0,99290381000.0,99937696000.0,6377.093929,6124.490887,6060.092962,972561015.0,1013320438.0,1052824471.0,6.11543750762939,5.83951854705811
178,Ecuador,2017,16212022.0,16491116.0,16785356.0,75.0,75.3,75.5,99290381000.0,99937696000.0,104296000000.0,6124.490887,6060.092962,6213.503127,1013320438.0,1052824471.0,1092100464.0,5.83951854705811,6.12801027297974
191,Egypt,2016,90424668.0,92442549.0,94447071.0,69.9,70.0,74.0,305595408895.0,329366576819.0,332441717791.0,3379.557986,3562.932658,3519.87324,4943543743.0,5162711129.0,5396833763.0,4.55674076080322,3.92934417724609
192,Egypt,2017,92442549.0,94447071.0,96442590.0,70.0,74.0,72.0,329366576819.0,332441717791.0,235733695652.0,3562.932658,3519.87324,2444.290387,5162711129.0,5396833763.0,5647438524.0,3.92934417724609,4.00545072555542
205,El Salvador,2016,6295124.0,6325121.0,6356137.0,71.4,72.0,72.0,22593470000.0,23438240000.0,24191430000.0,3589.042885,3705.579704,3805.995686,193185116.0,199860431.0,206506226.0,6.13982486724854,6.33931827545166
206,El Salvador,2017,6325121.0,6356137.0,6388124.0,72.0,72.0,73.0,23438240000.0,24191430000.0,24979190000.0,3705.579704,3805.995686,3910.254403,199860431.0,206506226.0,212522043.0,6.33931827545166,6.2411994934082
219,Georgia,2016,4035310.0,4024180.0,4015457.0,73.2,73.8,73.9,17627003455.0,14953950557.0,15141758567.0,4739.188338,4014.185944,4062.169888,598835761.0,608582745.0,618648980.0,4.44838619232178,4.45077466964722
220,Georgia,2017,4024180.0,4015457.0,4008723.0,73.8,73.9,74.2,14953950557.0,15141758567.0,16242916916.0,4014.185944,4062.169888,4357.000936,608582745.0,618648980.0,628828522.0,4.45077466964722,4.65909719467163
233,Germany,2016,81450370.0,81787411.0,82193770.0,80.0,81.0,85.0,3889090000000.0,3357590000000.0,3469850000000.0,48023.86998,41103.25644,42136.12079,88143585564.0,88939195779.0,89739882411.0,6.87376308441162,7.07432460784912
234,Germany,2017,81787411.0,82193770.0,82658409.0,81.0,85.0,86.0,3357590000000.0,3469850000000.0,3690850000000.0,41103.25644,42136.12079,44652.58917,88939195779.0,89739882411.0,90525765329.0,7.07432460784912,7.11836433410645
247,Ghana,2016,27224480.0,27849203.0,28481947.0,66.0,69.0,61.2,54782847753.0,49406568433.0,56165172899.0,2012.264247,1774.074771,1971.956935,275315435.0,291429885.0,307976954.0,4.51441144943237,5.48131084442139
248,Ghana,2017,27849203.0,28481947.0,29121464.0,69.0,61.2,61.6,49406568433.0,56165172899.0,60406382899.0,1774.074771,1971.956935,2074.290733,291429885.0,307976954.0,321716500.0,5.48131084442139,5.00369310379028
261,India,2016,1295600768.0,1310152392.0,1324517250.0,66.0,66.4,66.8,2039130000000.0,2103590000000.0,2294800000000.0,1573.885642,1605.605445,1732.554242,39664276367.0,41932843845.0,44315067065.0,4.17917728424072,4.04611110687256
262,India,2017,1310152392.0,1324517250.0,1338676779.0,66.4,66.8,67.3,2103590000000.0,2294800000000.0,2651470000000.0,1605.605445,1732.554242,1980.66702,41932843845.0,44315067065.0,46748922819.0,4.04611110687256,3.81806874275208
275,Israel,2016,7854216.0,7978496.0,8108984.0,81.5,81.7,81.8,310945000000.0,300078000000.0,319024000000.0,37847.64994,35808.43643,37330.2618,2017334780.0,2080309704.0,2141528830.0,7.159010887146,7.33103609085083
276,Israel,2017,7978496.0,8108984.0,8243849.0,81.7,81.8,81.8,300078000000.0,319024000000.0,355277000000.0,35808.43643,37330.2618,40774.12961,2080309704.0,2141528830.0,2200402028.0,7.33103609085083,6.92717885971069
289,Italy,2016,60409622.0,60578489.0,60663068.0,81.6,81.8,82.0,2162010000000.0,1836640000000.0,1877070000000.0,35565.72138,30242.38614,30960.73151,22674235720.0,23035538202.0,23393598945.0,5.95452404022217,6.19887018203735
290,Italy,2017,60578489.0,60663068.0,60673694.0,81.8,82.0,82.0,1836640000000.0,1877070000000.0,1961800000000.0,30242.38614,30960.73151,32406.72032,23035538202.0,23393598945.0,23746448857.0,6.19887018203735,6.51652669906616
303,Japan,2016,128168630.0,127985139.0,127763267.0,83.0,83.0,82.5,4896990000000.0,4444930000000.0,5003680000000.0,38475.39525,34960.63938,39375.47316,58729767154.0,59953163599.0,61156881479.0,5.95465087890625,5.9106764793396
304,Japan,2017,127985139.0,127763267.0,127502728.0,83.0,82.5,83.3,4444930000000.0,5003680000000.0,4930840000000.0,34960.63938,39375.47316,38834.05293,59953163599.0,61156881479.0,62345004321.0,5.9106764793396,5.79357528686523
317,Jordan,2016,8918822.0,9266573.0,9554286.0,73.3,73.4,73.6,36847643521.0,38587017887.0,39892551127.0,4131.44735,4164.108769,4175.356602,549347142.0,574903362.0,599248984.0,5.27128458023071,4.80808258056641
318,Jordan,2017,9266573.0,9554286.0,9785840.0,73.4,73.6,73.7,38587017887.0,39892551127.0,41408960845.0,4164.108769,4175.356602,4231.51828,574903362.0,599248984.0,624810262.0,4.80808258056641,4.63893365859985
331,Kazakhstan,2016,17302619.0,17572010.0,17830902.0,67.8,67.8,68.5,221416000000.0,184388000000.0,137278000000.0,12807.26069,10510.77189,7714.841844,12118579241.0,12407161642.0,12695847439.0,5.53355169296265,5.88235139846802
332,Kazakhstan,2017,17572010.0,17830902.0,18080023.0,67.8,68.5,69.1,184388000000.0,137278000000.0,166806000000.0,10510.77189,7714.841844,9247.581331,12407161642.0,12695847439.0,13003756325.0,5.88235139846802,6.00763607025146
345,Kenya,2016,46700063.0,47878339.0,49051531.0,59.1,63.0,61.2,68285768554.0,70120413329.0,74815121315.0,1462.220052,1464.554009,1525.235192,364738351.0,381039585.0,398195568.0,4.39612770080566,4.47565412521362
346,Kenya,2017,47878339.0,49051531.0,50221146.0,63.0,61.2,62.1,70120413329.0,74815121315.0,82035800868.0,1464.554009,1525.235192,1633.491216,381039585.0,398195568.0,414517880.0,4.47565412521362,4.65570259094238
359,Kosovo,2016,1820631.0,1804944.0,1771604.0,73.3,73.6,74.1,7074657898.0,6295820482.0,6682832632.0,3902.676013,3520.766449,3759.560246,199838.5,221943.4,202971.3,5.75941228866577,6.14919996261597
360,Kosovo,2017,1804944.0,1771604.0,1783531.0,73.6,74.1,74.6,6295820482.0,6682832632.0,7180813376.0,3520.766449,3759.560246,4009.380987,221943.4,202971.3,226627.7,6.14919996261597,6.39182567596436
373,Kyrgyzstan,2016,5844521.0,5959126.0,6074327.0,68.5,68.8,69.4,7468096567.0,6678178340.0,6813092066.0,1277.794462,1120.664061,1121.620892,798272973.0,808551854.0,818198082.0,4.85653400421143,5.62953662872314
374,Kyrgyzstan,2017,5959126.0,6074327.0,6189727.0,68.8,69.4,69.9,6678178340.0,6813092066.0,7702934800.0,1120.664061,1121.620892,1244.470847,808551854.0,818198082.0,827546156.0,5.62953662872314,5.29738330841064
387,Lithuania,2016,2971498.0,2931872.0,2889555.0,72.2,72.4,72.8,48533659592.0,41435533340.0,43047309306.0,16551.0182,14263.96458,15008.31324,1476186031.0,1489505521.0,1502856623.0,5.86555242538452,6.27294063568115
388,Lithuania,2017,2931872.0,2889555.0,2845419.0,72.4,72.8,73.0,41435533340.0,43047309306.0,47758736932.0,14263.96458,15008.31324,16885.40739,1489505521.0,1502856623.0,1516428455.0,6.27294063568115,6.30887889862061
401,Mexico,2016,120355137.0,121858251.0,123333379.0,75.7,75.6,76.1,1315350000000.0,1171870000000.0,1078490000000.0,10928.91601,9616.645558,8744.515559,17402595462.0,17884570053.0,18367368105.0,6.82417297363281,6.41029930114746
402,Mexico,2017,121858251.0,123333379.0,124777326.0,75.6,76.1,76.3,1171870000000.0,1078490000000.0,1158910000000.0,9616.645558,8744.515559,9287.849587,17884570053.0,18367368105.0,18827217256.0,6.41029930114746,6.54957866668701
415,Moldova,2016,4073407.0,4070705.0,4066013.0,71.267,71.478,71.617,9510198962.0,7745241913.0,8071469355.0,3328.79433,2732.46073,2880.43529,1348576941.0,1353358701.0,1358262372.0,5.57778406143188,5.32553052902222
416,Moldova,2017,4070705.0,4066013.0,4059687.0,71.478,71.617,71.717,7745241913.0,8071469355.0,9669741744.0,2732.46073,2880.43529,3509.686829,1353358701.0,1358262372.0,1363482883.0,5.32553052902222,5.6822772026062
429,Philippines,2016,100513137.0,102113206.0,103663812.0,68.0,67.9,68.0,297483000000.0,306446000000.0,318627000000.0,2959.645435,3001.043182,3073.654686,2597701089.0,2709843495.0,2832080804.0,5.430832862854,5.5942702293396
430,Philippines,2017,102113206.0,103663812.0,105172921.0,67.9,68.0,68.1,306446000000.0,318627000000.0,328481000000.0,3001.043182,3073.654686,3123.245642,2709843495.0,2832080804.0,2966982614.0,5.5942702293396,5.8691725730896
443,Russia,2016,144664837.0,144985059.0,145275374.0,71.018,71.464,71.835,2059241965491.0,1363481063447.0,1276786979222.0,14234.5715,9404.28671,8788.736481,1683891000.0,1640747000.0,1623124000.0,5.85494565963745,5.57874298095703
444,Russia,2017,144985059.0,145275374.0,145530091.0,71.464,71.835,72.139,1363481063447.0,1276786979222.0,1574199387071.0,9404.28671,8788.736481,10817.0027,1640747000.0,1623124000.0,1573022000.0,5.57874298095703,5.51350021362305
457,Saudi Arabia,2016,30916603.0,31717676.0,32443443.0,73.4,73.7,73.9,756350000000.0,654270000000.0,644936000000.0,24464.21256,20627.92178,19878.76817,12113191007.0,12788069175.0,13427125661.0,6.47392129898071,6.29428243637085
458,Saudi Arabia,2017,31717676.0,32443443.0,33101182.0,73.7,73.9,74.1,654270000000.0,644936000000.0,688586000000.0,20627.92178,19878.76817,20802.46179,12788069175.0,13427125661.0,14066503627.0,6.29428243637085,6.35639333724976
471,South Africa,2016,54544184.0,55386369.0,56207649.0,56.5,58.0,58.9,381199000000.0,346710000000.0,323586000000.0,6988.808739,6259.839681,5756.965741,18392686817.0,18843258345.0,19308027414.0,4.76973962783813,4.51365518569946
472,South Africa,2017,55386369.0,56207649.0,57009751.0,58.0,58.9,59.2,346710000000.0,323586000000.0,381449000000.0,6259.839681,5756.965741,6690.939847,18843258345.0,19308027414.0,19772226154.0,4.51365518569946,4.88392210006714
485,South Korea,2016,50607904.0,50823087.0,50983446.0,81.795,82.1,82.379,1484318219634.0,1465773245547.0,1500111596236.0,29329.77069,28840.69686,29423.50339,603828700.0,602311600.0,588734300.0,5.97056436538696,5.87388706207275
486,South Korea,2017,50823087.0,50983446.0,51096408.0,82.1,82.379,82.628,1465773245547.0,1500111596236.0,1623901496836.0,28840.69686,29423.50339,31781.12827,602311600.0,588734300.0,607478500.0,5.87388706207275,5.84023141860962
499,Spain,2016,46777927.0,46671919.0,46634131.0,81.6,81.9,82.1,1371220000000.0,1195600000000.0,1232910000000.0,29500.78943,25742.36883,26523.34822,13316111870.0,13587806073.0,13848564029.0,6.31861209869385,6.23017311096191
500,Spain,2017,46671919.0,46634131.0,46647425.0,81.9,82.1,82.0,1195600000000.0,1232910000000.0,1312540000000.0,25742.36883,26523.34822,28170.16786,13587806073.0,13848564029.0,14123205992.0,6.23017311096191,6.51337099075317
513,Sweden,2016,9692137.0,9764949.0,9836003.0,81.4,81.5,81.7,581964000000.0,505104000000.0,515655000000.0,60020.36046,51545.48361,51965.15715,4736830244.0,4780432845.0,4823694854.0,7.36874437332153,7.28680467605591
514,Sweden,2017,9764949.0,9836003.0,9904895.0,81.5,81.7,81.7,505104000000.0,515655000000.0,541019000000.0,51545.48361,51965.15715,53791.50873,4780432845.0,4823694854.0,4866288582.0,7.28680467605591,7.37479209899902
527,Tajikistan,2016,8252827.0,8454019.0,8663575.0,66.7,67.3,68.1,9112544556.0,8271454301.0,6992393787.0,1104.172358,978.4049812,807.1025861,442816897.0,448119179.0,454559091.0,5.10372114181519,5.82923412322998
528,Tajikistan,2017,8454019.0,8663575.0,8880270.0,67.3,68.1,68.8,8271454301.0,6992393787.0,7536439875.0,978.4049812,807.1025861,848.6723799,448119179.0,454559091.0,462424105.0,5.82923412322998,5.49746894836426
541,Tanzania,2016,49960563.0,51482638.0,53049231.0,62.288,63.111,63.844,49964788814.0,47378599025.0,49774021003.0,1030.077637,947.9333496,966.5029907,10479890.0,11478780.0,11382730.0,2.90273427963257,3.3471212387085
542,Tanzania,2017,51482638.0,53049231.0,54660345.0,63.111,63.844,64.479,47378599025.0,49774021003.0,53320625959.0,947.9333496,966.5029907,1004.906616,11478780.0,11382730.0,12411550.0,3.3471212387085,3.44502329826355
555,Thailand,2016,68438748.0,68714519.0,68971313.0,73.7,73.9,74.1,407339000000.0,401296000000.0,413366000000.0,5951.883487,5840.053067,5993.305516,5703649146.0,5989336794.0,6272771329.0,6.07363986968994,5.9388952255249
556,Thailand,2017,68714519.0,68971313.0,69209817.0,73.9,74.1,74.3,401296000000.0,413366000000.0,456357000000.0,5840.053067,5993.305516,6593.818352,5989336794.0,6272771329.0,6558730892.0,5.9388952255249,6.01156187057495
569,Turkey,2016,77229262.0,78529413.0,79827868.0,73.9,74.2,74.5,938952628604.0,864316670331.0,869692960366.0,12157.99043,11006.27952,10894.60338,8420310957.0,8801642900.0,9202882638.0,5.32622194290161,5.607262134552
570,Turkey,2017,78529413.0,79827868.0,81116451.0,74.2,74.5,74.8,864316670331.0,869692960366.0,858996263096.0,11006.27952,10894.60338,10589.66772,8801642900.0,9202882638.0,9628211868.0,5.607262134552,5.1856894493103
583,Uganda,2016,36911530.0,38225447.0,39649173.0,57.5,58.4,59.3,32612397758.0,32387183845.0,29203988815.0,883.5287445,847.2676289,736.5598474,74794180.0,79319750.0,84110087.0,4.23326110839844,4.00051689147949
584,Uganda,2017,38225447.0,39649173.0,41166588.0,58.4,59.3,60.0,32387183845.0,29203988815.0,30744473912.0,847.2676289,736.5598474,746.8307529,79319750.0,84110087.0,89483596.0,4.00051689147949,4.32171487808228
597,Ukraine,2016,45111530.0,44921636.0,44713708.0,69.2,69.8,75.0,133503000000.0,91030959455.0,93355993629.0,3104.643311,2124.662354,2187.730469,29209722174.0,29433544289.0,29667550244.0,4.02869033813477,4.3110671043396
598,Ukraine,2017,44921636.0,44713708.0,44487708.0,69.8,75.0,77.0,91030959455.0,93355993629.0,112091000000.0,2124.662354,2187.730469,2638.326172,29433544289.0,29667550244.0,29890635220.0,4.3110671043396,4.66190910339355
611,United Kingdom,2016,65423048.0,65860149.0,66297944.0,80.978,81.052,81.111,3087170000000.0,2956570000000.0,2722850000000.0,47787.2413,45404.56777,41499.5557,75871424691.0,76293764798.0,76693102192.0,6.82428359985352,7.10327339172363
612,United Kingdom,2017,65860149.0,66297944.0,66727463.0,81.052,81.111,81.168,2956570000000.0,2722850000000.0,2699020000000.0,45404.56777,41499.5557,40857.75558,76293764798.0,76693102192.0,77080667373.0,7.10327339172363,7.2334451675415
625,United States,2016,318673422.0,320878312.0,323015992.0,78.922,78.91,78.885,17550700000000.0,18206000000000.0,18695100000000.0,55123.84979,56762.72945,57866.74493,386000000000.0,391000000000.0,396000000000.0,6.80359983444214,6.99175930023193
626,United States,2017,320878312.0,323015992.0,325084758.0,78.91,78.885,78.861,18206000000000.0,18695100000000.0,19479600000000.0,56762.72945,57866.74493,59914.7778,391000000000.0,396000000000.0,401000000000.0,6.99175930023193,6.8826847076416
639,Uruguay,2016,3400439.0,3412013.0,3424139.0,76.6,76.3,77.0,57236013086.0,53274304222.0,57236652490.0,16831.94819,15613.74597,16715.63347,332825434.0,339550899.0,346071339.0,6.17148542404175,6.33600997924805
640,Uruguay,2017,3412013.0,3424139.0,3436645.0,76.3,77.0,76.5,53274304222.0,57236652490.0,64233966861.0,15613.74597,16715.63347,18690.89384,339550899.0,346071339.0,352233912.0,6.33600997924805,6.37171459197998
653,Zimbabwe,2016,13586710.0,13814642.0,14030338.0,50.0,52.4,54.9,19495519600.0,19963120600.0,20548678100.0,1434.896277,1445.069702,1464.588957,713503654.0,725729475.0,736467042.0,3.73540019989014,3.63830018043518
654,Zimbabwe,2017,13814642.0,14030338.0,14236599.0,52.4,54.9,56.6,19963120600.0,20548678100.0,17584890937.0,1445.069702,1464.588957,1235.189032,725729475.0,736467042.0,746048675.0,3.63830018043518,3.61647987365723
