,Country,Target Year,Target Score,Population lag 1 year,Population Current,Life Ex lag 1 year,Life Ex Current,GDP lag 1 year,GDP Current,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 1 year,CO2 Current,Happy lag 1 year
727,Uruguay,2012,6.56144380569458,3368926.0,3378975.0,76.2,75.4,47962439304.0,51264390116.0,14236.715,15171.58017,310056947.0,318648738.0,6.44446468353271
728,Uruguay,2013,6.62808036804199,3378975.0,3389436.0,75.4,76.4,51264390116.0,57531233351.0,15171.58017,16973.68924,318648738.0,326141111.0,6.56144380569458
729,Uruguay,2014,6.17148542404175,3389436.0,3400439.0,76.4,76.6,57531233351.0,57236013086.0,16973.68924,16831.94819,326141111.0,332825434.0,6.62808036804199
730,Uruguay,2015,6.33600997924805,3400439.0,3412013.0,76.6,76.3,57236013086.0,53274304222.0,16831.94819,15613.74597,332825434.0,339550899.0,6.17148542404175
731,Uruguay,2016,6.37171459197998,3412013.0,3424139.0,76.3,77.0,53274304222.0,57236652490.0,15613.74597,16715.63347,339550899.0,346071339.0,6.33600997924805
732,Uruguay,2017,6.60033702850342,3424139.0,3436645.0,77.0,76.5,57236652490.0,64233966861.0,16715.63347,18690.89384,346071339.0,352233912.0,6.37171459197998
733,Uruguay,2018,6.30968141555786,3436645.0,3449290.0,76.5,76.8,64233966861.0,64515038268.0,18690.89384,18703.86029,352233912.0,358804882.0,6.60033702850342
734,Uruguay,2019,6.43139982223511,3449290.0,3461731.0,76.8,76.8,64515038268.0,61231149881.0,18703.86029,17688.01501,358804882.0,365388867.0,6.30968141555786
735,Uruguay,2020,6.47359991073608,3461731.0,3473727.0,76.8,77.0,61231149881.0,53560755047.0,17688.01501,15418.81531,365388867.0,371228927.0,6.43139982223511
736,Zimbabwe,2005,3.28024673461914,,12076697.0,,46.0,,5755215200.0,,476.5554025,,630859573.0,
737,Zimbabwe,2006,3.17426371574402,12076697.0,12155496.0,46.0,45.3,5755215200.0,5443896500.0,476.5554025,447.8547399,630859573.0,641225034.0,3.28024673461914
738,Zimbabwe,2007,4.05591440200806,12155496.0,12255920.0,45.3,44.8,5443896500.0,5291950100.0,447.8547399,431.7872587,641225034.0,651060195.0,3.17426371574402
739,Zimbabwe,2008,4.68156957626343,12255920.0,12379553.0,44.8,44.5,5291950100.0,4415702800.0,431.7872587,356.6932344,651060195.0,658780209.0,4.05591440200806
740,Zimbabwe,2009,4.84564161300659,12379553.0,12526964.0,44.5,44.3,4415702800.0,9665793300.0,356.6932344,771.5990323,658780209.0,664256525.0,4.68156957626343
741,Zimbabwe,2010,4.95510053634644,12526964.0,12697728.0,44.3,44.6,9665793300.0,12041655200.0,771.5990323,948.331481,664256525.0,672134841.0,4.84564161300659
742,Zimbabwe,2011,4.69018793106079,12697728.0,12894323.0,44.6,45.4,12041655200.0,14101920300.0,948.331481,1093.653409,672134841.0,681878824.0,4.95510053634644
743,Zimbabwe,2012,4.18445062637329,12894323.0,13115149.0,45.4,46.6,14101920300.0,17114849900.0,1093.653409,1304.968011,681878824.0,689761713.0,4.69018793106079
744,Zimbabwe,2013,3.70319128036499,13115149.0,13350378.0,46.6,48.2,17114849900.0,19091020000.0,1304.968011,1429.998461,689761713.0,701597967.0,4.18445062637329
745,Zimbabwe,2014,3.73540019989014,13350378.0,13586710.0,48.2,50.0,19091020000.0,19495519600.0,1429.998461,1434.896277,701597967.0,713503654.0,3.70319128036499
746,Zimbabwe,2015,3.63830018043518,13586710.0,13814642.0,50.0,52.4,19495519600.0,19963120600.0,1434.896277,1445.069702,713503654.0,725729475.0,3.73540019989014
747,Zimbabwe,2016,3.61647987365723,13814642.0,14030338.0,52.4,54.9,19963120600.0,20548678100.0,1445.069702,1464.588957,725729475.0,736467042.0,3.63830018043518
748,Zimbabwe,2017,2.69352316856384,14030338.0,14236599.0,54.9,56.6,20548678100.0,17584890937.0,1464.588957,1235.189032,736467042.0,746048675.0,3.61647987365723
749,Zimbabwe,2018,3.15980219841003,14236599.0,14438812.0,56.6,58.0,17584890937.0,18115543791.0,1235.189032,1254.642265,746048675.0,757903042.0,2.69352316856384
750,Zimbabwe,2019,3.14479994773865,14438812.0,14645473.0,58.0,59.2,18115543791.0,19284289739.0,1254.642265,1316.740657,757903042.0,768852126.0,3.15980219841003
751,Zimbabwe,2020,2.9951000213623,14645473.0,14862927.0,59.2,67.0,19284289739.0,18051170799.0,1316.740657,1214.50982,768852126.0,779383468.0,3.14479994773865
