,Country,Target Year,Target Score,Population lag 1 year,Population Current,Life Ex lag 1 year,Life Ex Current,GDP lag 1 year,GDP Current,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 1 year,CO2 Current,Happy lag 1 year
0,Argentina,2005,6.07315826416016,,38892924.0,,74.1,,198737000000.0,,5109.852245,,5690959659.0,
1,Argentina,2006,5.96103429794312,38892924.0,39289876.0,74.1,74.0,198737000000.0,232557000000.0,5109.852245,5919.012338,5690959659.0,5865568651.0,6.07315826416016
2,Argentina,2007,6.42413330078125,39289876.0,39684303.0,74.0,74.1,232557000000.0,287531000000.0,5919.012338,7245.446857,5865568651.0,6039814411.0,5.96103429794312
3,Argentina,2008,6.44106721878052,39684303.0,40080159.0,74.1,74.1,287531000000.0,361558000000.0,7245.446857,9020.873323,6039814411.0,6227920411.0,6.42413330078125
4,Argentina,2009,6.77580547332764,40080159.0,40482786.0,74.1,74.7,361558000000.0,332976000000.0,9020.873323,8225.137583,6227920411.0,6406869611.0,6.44106721878052
5,Argentina,2010,6.46838712692261,40482786.0,40895751.0,74.7,74.9,332976000000.0,423627000000.0,8225.137583,10385.96443,6406869611.0,6593602747.0,6.77580547332764
6,Argentina,2011,6.58226013183594,40895751.0,41320497.0,74.9,75.2,423627000000.0,530163000000.0,10385.96443,12848.8642,6593602747.0,6783876521.0,6.46838712692261
7,Argentina,2012,6.67111444473267,41320497.0,41755188.0,75.2,74.8,530163000000.0,545982000000.0,12848.8642,13082.66433,6783876521.0,6975591369.0,6.58226013183594
8,Argentina,2013,6.69713068008423,41755188.0,42196034.0,74.8,75.4,545982000000.0,552025000000.0,13082.66433,13080.25473,6975591369.0,7165724742.0,6.67111444473267
9,Argentina,2014,6.42722129821777,42196034.0,42637508.0,75.4,75.6,552025000000.0,526320000000.0,13080.25473,12334.79825,7165724742.0,7354381844.0,6.69713068008423
10,Argentina,2015,6.03933000564575,42637508.0,43075416.0,75.6,75.5,526320000000.0,594749000000.0,12334.79825,13789.06042,7354381844.0,7546787804.0,6.42722129821777
11,Argentina,2016,5.79279661178589,43075416.0,43508459.0,75.5,75.7,594749000000.0,557531000000.0,13789.06042,12790.24247,7546787804.0,7737764998.0,6.03933000564575
12,Argentina,2017,6.08556079864502,43508459.0,43937143.0,75.7,75.9,557531000000.0,643629000000.0,12790.24247,14613.04182,7737764998.0,7925569727.0,5.79279661178589
13,Argentina,2018,5.90056705474854,43937143.0,44361150.0,75.9,76.0,643629000000.0,524820000000.0,14613.04182,11795.15939,7925569727.0,8106669354.0,6.08556079864502
14,Argentina,2019,5.92929983139038,44361150.0,44780675.0,76.0,76.2,524820000000.0,452818000000.0,11795.15939,10076.35524,8106669354.0,8274234941.0,5.90056705474854
15,Argentina,2020,5.96700000762939,44780675.0,45195777.0,76.2,76.3,452818000000.0,389591000000.0,10076.35524,8585.694742,8274234941.0,8431213004.0,5.92929983139038
16,Bangladesh,2005,4.60732221603394,,139035505.0,,65.3,,69442943089.0,,499.4619402,,584171704.0,
17,Bangladesh,2006,5.05227851867676,139035505.0,140921154.0,65.3,65.8,69442943089.0,71819083684.0,499.4619402,509.6401899,584171704.0,625860872.0,4.60732221603394
18,Bangladesh,2007,5.08285140991211,140921154.0,142660381.0,65.8,66.3,71819083684.0,79611888213.0,509.6401899,558.0518407,625860872.0,668503000.0,5.05227851867676
19,Bangladesh,2008,4.85848140716553,142660381.0,144304164.0,66.3,66.8,79611888213.0,91631278239.0,558.0518407,634.9870697,668503000.0,713803872.0,5.08285140991211
20,Bangladesh,2009,4.98564910888672,144304164.0,145924795.0,66.8,67.3,91631278239.0,102478000000.0,634.9870697,702.2644196,713803872.0,762951944.0,4.85848140716553
21,Bangladesh,2010,4.7244439125061,145924795.0,147575433.0,67.3,67.8,102478000000.0,115279000000.0,702.2644196,781.1535777,762951944.0,816943497.0,4.98564910888672
22,Bangladesh,2011,4.66016101837158,147575433.0,149273134.0,67.8,68.2,115279000000.0,128638000000.0,781.1535777,861.7621622,816943497.0,873499841.0,4.7244439125061
23,Bangladesh,2012,4.63556480407715,149273134.0,151005733.0,68.2,68.6,128638000000.0,133356000000.0,861.7621622,883.1171296,873499841.0,934191161.0,4.66016101837158
24,Bangladesh,2013,4.63347387313843,151005733.0,152761413.0,68.6,69.1,133356000000.0,149990000000.0,883.1171296,981.8608514,934191161.0,995972826.0,4.63556480407715
25,Bangladesh,2014,4.5561408996582,152761413.0,154517385.0,69.1,69.5,149990000000.0,172885000000.0,981.8608514,1118.873808,995972826.0,1061951464.0,4.63347387313843
26,Bangladesh,2015,4.3097710609436,154517385.0,156256287.0,69.5,69.9,172885000000.0,195079000000.0,1118.873808,1248.45331,1061951464.0,1135228712.0,4.5561408996582
27,Bangladesh,2016,4.49921703338623,156256287.0,157977151.0,69.9,73.0,195079000000.0,265236000000.0,1248.45331,1678.95323,1135228712.0,1211705809.0,4.3097710609436
28,Bangladesh,2017,5.11421680450439,157977151.0,159685421.0,73.0,77.0,265236000000.0,293755000000.0,1678.95323,1839.583378,1211705809.0,1292649322.0,4.49921703338623
29,Bangladesh,2018,5.27998685836792,159685421.0,161376713.0,77.0,71.0,293755000000.0,321379000000.0,1839.583378,1991.483267,1292649322.0,1375249258.0,5.11421680450439
30,Bangladesh,2019,5.0246000289917,161376713.0,163046173.0,71.0,71.4,321379000000.0,351238000000.0,1991.483267,2154.226819,1375249258.0,1469464282.0,5.27998685836792
31,Bangladesh,2020,5.15549993515015,163046173.0,164689383.0,71.4,71.8,351238000000.0,373902000000.0,2154.226819,2270.347535,1469464282.0,1562305907.0,5.0246000289917
32,Bolivia,2005,5.62841939926147,,9232301.0,,65.312,,9549077919.0,,1034.311806,,252115175.0,
33,Bolivia,2006,5.29787254333496,9232301.0,9395449.0,65.312,65.853,9549077919.0,11451869202.0,1034.311806,1218.874074,252115175.0,263662889.0,5.62841939926147
34,Bolivia,2007,6.08557939529419,9395449.0,9558438.0,65.853,66.395,11451869202.0,13120183208.0,1218.874074,1372.628374,263662889.0,276325429.0,5.29787254333496
35,Bolivia,2008,5.78062009811401,9558438.0,9721457.0,66.395,66.937,13120183208.0,16674324662.0,1372.628374,1715.208395,276325429.0,289879151.0,6.08557939529419
36,Bolivia,2009,5.77887439727783,9721457.0,9884790.0,66.937,67.476,16674324662.0,17339992194.0,1715.208395,1754.209467,289879151.0,304108591.0,5.78062009811401
37,Bolivia,2010,6.0188946723938,9884790.0,10048597.0,67.476,68.007,17339992194.0,19649631308.0,1754.209467,1955.460181,304108591.0,319534555.0,5.77887439727783
38,Bolivia,2011,5.76742887496948,10048597.0,10212951.0,68.007,68.521,19649631308.0,23963033429.0,1955.460181,2346.337844,319534555.0,336526971.0,6.0188946723938
39,Bolivia,2012,5.8647985458374,10212951.0,10377677.0,68.521,69.01,23963033429.0,27084497482.0,2346.337844,2609.880562,336526971.0,354305885.0,5.76742887496948
40,Bolivia,2013,5.83432912826538,10377677.0,10542375.0,69.01,69.468,27084497482.0,30659338886.0,2609.880562,2908.200371,354305885.0,373399755.0,5.8647985458374
41,Bolivia,2014,5.76972341537476,10542375.0,10706517.0,69.468,69.891,30659338886.0,32996188017.0,2908.200371,3081.878824,373399755.0,394116472.0,5.83432912826538
42,Bolivia,2015,5.65055274963379,10706517.0,10869732.0,69.891,70.277,32996188017.0,33000198249.0,3081.878824,3035.971655,394116472.0,415394141.0,5.76972341537476
43,Bolivia,2016,5.91573429107666,10869732.0,11031822.0,70.277,70.626,33000198249.0,33941126194.0,3035.971655,3076.656439,415394141.0,438189638.0,5.65055274963379
44,Bolivia,2017,5.67427062988281,11031822.0,11192853.0,70.626,70.945,33941126194.0,37508642171.0,3076.656439,3351.124344,438189638.0,461751406.0,5.91573429107666
45,Bolivia,2018,5.55925893783569,11192853.0,11353140.0,70.945,71.239,37508642171.0,40287647931.0,3351.124344,3548.59078,461751406.0,485607227.0,5.67427062988281
46,Bolivia,2019,5.71589994430542,11353140.0,11513102.0,71.239,71.513,40287647931.0,40895322851.0,3548.59078,3552.068144,485607227.0,509454941.0,5.55925893783569
47,Bolivia,2020,5.60029983520508,11513102.0,11673029.0,71.513,68.763,40895322851.0,36629843806.0,3552.068144,3137.989617,509454941.0,530154964.0,5.71589994430542
48,Brazil,2005,6.3206729888916,,186127108.0,,75.0,,891634000000.0,,4790.456566,,9225451782.0,
49,Brazil,2006,6.69142484664917,186127108.0,188167353.0,75.0,71.0,891634000000.0,1107630000000.0,4790.456566,5886.391522,9225451782.0,9594322782.0,6.3206729888916
50,Brazil,2007,7.00083160400391,188167353.0,190130445.0,71.0,71.4,1107630000000.0,1397110000000.0,5886.391522,7348.187963,9594322782.0,9984895782.0,6.69142484664917
51,Brazil,2008,6.83733129501343,190130445.0,192030362.0,71.4,71.8,1397110000000.0,1695860000000.0,7348.187963,8831.183643,9984895782.0,10397533782.0,7.00083160400391
52,Brazil,2009,7.03781652450562,192030362.0,193886505.0,71.8,72.0,1695860000000.0,1667000000000.0,8831.183643,8597.794335,10397533782.0,10787308782.0,6.83733129501343
53,Brazil,2010,6.66000366210938,193886505.0,195713637.0,72.0,72.7,1667000000000.0,2208840000000.0,8597.794335,11286.07154,10787308782.0,11227577782.0,7.03781652450562
54,Brazil,2011,7.14028263092041,195713637.0,197514541.0,72.7,73.0,2208840000000.0,2616160000000.0,11286.07154,13245.38737,11227577782.0,11690157782.0,6.66000366210938
55,Brazil,2012,6.98099899291992,197514541.0,199287292.0,73.0,73.3,2616160000000.0,2465230000000.0,13245.38737,12370.22325,11690157782.0,12188466782.0,7.14028263092041
56,Brazil,2013,6.54689693450928,199287292.0,201035904.0,73.3,73.4,2465230000000.0,2472820000000.0,12370.22325,12300.38671,12188466782.0,12720884782.0,6.98099899291992
57,Brazil,2014,6.37481737136841,201035904.0,202763744.0,73.4,73.6,2472820000000.0,2456040000000.0,12300.38671,12112.83496,12720884782.0,13278785782.0,6.54689693450928
58,Brazil,2015,6.3329291343689,202763744.0,204471759.0,73.6,73.8,2456040000000.0,1802210000000.0,12112.83496,8813.989806,13278785782.0,13808138782.0,6.37481737136841
59,Brazil,2016,6.19092178344727,204471759.0,206163056.0,73.8,74.1,1802210000000.0,1795690000000.0,8813.989806,8710.06329,13808138782.0,14300886782.0,6.3329291343689
60,Brazil,2017,6.45114898681641,206163056.0,207833825.0,74.1,74.5,1795690000000.0,2063510000000.0,8710.06329,9928.675897,14300886782.0,14801644497.0,6.19092178344727
61,Brazil,2018,6.10971784591675,207833825.0,209469320.0,74.5,74.7,2063510000000.0,1916930000000.0,9928.675897,9151.381732,14801644497.0,15285329785.0,6.45114898681641
62,Brazil,2019,6.33010005950928,209469320.0,211049519.0,74.7,74.8,1916930000000.0,1873290000000.0,9151.381732,8876.059836,15285329785.0,15771122931.0,6.10971784591675
63,Brazil,2020,6.292799949646,211049519.0,212559409.0,74.8,75.0,1873290000000.0,1448570000000.0,8876.059836,6814.875632,15771122931.0,16238506431.0,6.33010005950928
64,Cambodia,2005,4.15597105026245,,13273355.0,,57.7,,6293046162.0,,474.1111921,,40051143.0,
65,Cambodia,2006,4.4621639251709,13273355.0,13477705.0,57.7,58.5,6293046162.0,7274595707.0,474.1111921,539.7503289,40051143.0,43048295.0,4.15597105026245
66,Cambodia,2007,4.11062574386597,13477705.0,13679953.0,58.5,59.3,7274595707.0,8639235842.0,539.7503289,631.5252576,43048295.0,46519437.0,4.4621639251709
67,Cambodia,2008,4.14107227325439,13679953.0,13883835.0,59.3,63.0,8639235842.0,10351914093.0,631.5252576,745.609127,46519437.0,50400809.0,4.11062574386597
68,Cambodia,2009,4.16122531890869,13883835.0,14093605.0,63.0,61.5,10351914093.0,10401851851.0,745.609127,738.0547312,50400809.0,54957895.0,4.14107227325439
69,Cambodia,2010,3.89870691299438,14093605.0,14312205.0,61.5,62.9,10401851851.0,11242275199.0,738.0547312,785.5026671,54957895.0,60058259.0,4.16122531890869
70,Cambodia,2011,3.67446684837341,14312205.0,14541421.0,62.9,64.1,11242275199.0,12829541141.0,785.5026671,882.275614,60058259.0,65252349.0,3.89870691299438
71,Cambodia,2012,3.88330554962158,14541421.0,14780454.0,64.1,65.0,12829541141.0,14054443213.0,882.275614,950.880346,65252349.0,70703789.0,3.67446684837341
72,Cambodia,2013,4.16216468811035,14780454.0,15026330.0,65.0,65.6,14054443213.0,15227991395.0,950.880346,1013.420536,70703789.0,76281895.0,3.88330554962158
73,Cambodia,2014,4.46125936508179,15026330.0,15274506.0,65.6,66.1,15227991395.0,16702610842.0,1013.420536,1093.495976,76281895.0,82775697.0,4.16216468811035
74,Cambodia,2015,4.58584213256836,15274506.0,15521435.0,66.1,66.6,16702610842.0,18049954289.0,1093.495976,1162.904995,82775697.0,91302231.0,4.46125936508179
75,Cambodia,2016,5.1218376159668,15521435.0,15766290.0,66.6,67.0,18049954289.0,20016747754.0,1162.904995,1269.591499,91302231.0,101835559.0,4.58584213256836
76,Cambodia,2017,4.99828481674194,15766290.0,16009413.0,67.0,67.4,20016747754.0,22177200512.0,1269.591499,1385.260066,101835559.0,114710465.0,5.1218376159668
77,Cambodia,2018,4.3769850730896,16009413.0,16249795.0,67.4,67.8,22177200512.0,24571753583.0,1385.260066,1512.126989,114710465.0,127589078.0,4.99828481674194
78,Cambodia,2019,4.83039999008179,16249795.0,16486542.0,67.8,68.3,24571753583.0,27089389787.0,1512.126989,1643.121389,127589078.0,142918135.0,4.3769850730896
79,Cambodia,2020,4.64029979705811,16486542.0,16718971.0,68.3,68.7,27089389787.0,25872798012.0,1643.121389,1547.511388,142918135.0,158243753.0,4.83039999008179
80,Cameroon,2005,4.34993934631348,,17733408.0,,51.4,,19509850837.0,,1100.174926,,116874535.0,
81,Cameroon,2006,4.2918004989624,17733408.0,18223677.0,51.4,51.5,19509850837.0,20910513975.0,1100.174926,1147.4366,116874535.0,120627001.0,4.34993934631348
82,Cameroon,2007,4.7414083480835,18223677.0,18730283.0,51.5,51.6,20910513975.0,23928251334.0,1147.4366,1277.516807,120627001.0,126330101.0,4.2918004989624
83,Cameroon,2008,4.55425691604614,18730283.0,19252674.0,51.6,51.8,23928251334.0,27715144580.0,1277.516807,1439.547804,126330101.0,131756117.0,4.7414083480835
84,Cameroon,2009,4.43388509750366,19252674.0,19789922.0,51.8,52.1,27715144580.0,27932971683.0,1439.547804,1411.474572,131756117.0,138350167.0,4.55425691604614
85,Cameroon,2010,4.24463415145874,19789922.0,20341236.0,52.1,52.8,27932971683.0,27507499709.0,1411.474572,1352.302275,138350167.0,145012214.0,4.43388509750366
86,Cameroon,2011,4.27103805541992,20341236.0,20906392.0,52.8,53.3,27507499709.0,30630912185.0,1352.302275,1465.145788,145012214.0,151533021.0,4.24463415145874
87,Cameroon,2012,4.24044132232666,20906392.0,21485267.0,53.3,53.6,30630912185.0,30155064574.0,1465.145788,1403.522915,151533021.0,157692392.0,4.27103805541992
88,Cameroon,2013,5.03796482086182,21485267.0,22077300.0,53.6,54.2,30155064574.0,33728622819.0,1403.522915,1527.751257,157692392.0,162762779.0,4.24044132232666
89,Cameroon,2014,4.81623220443726,22077300.0,22681853.0,54.2,54.8,33728622819.0,36386546918.0,1527.751257,1604.214035,162762779.0,169612568.0,5.03796482086182
90,Cameroon,2015,5.07405138015747,22681853.0,23298376.0,54.8,55.3,36386546918.0,32210232912.0,1604.214035,1382.50979,169612568.0,177358737.0,4.81623220443726
91,Cameroon,2016,5.25073766708374,23298376.0,23926549.0,55.3,55.6,32210232912.0,33814337900.0,1382.50979,1413.255957,177358737.0,185173931.0,5.07405138015747
92,Cameroon,2017,4.93673753738403,23926549.0,24566070.0,55.6,55.9,33814337900.0,36098550142.0,1413.255957,1469.4475,185173931.0,192872431.0,5.25073766708374
93,Cameroon,2018,5.24107789993286,24566070.0,25216261.0,55.9,56.4,36098550142.0,39973839065.0,1469.4475,1585.240534,192872431.0,200804389.0,4.93673753738403
94,Cameroon,2019,5.14179992675781,25216261.0,25876387.0,56.4,56.7,39973839065.0,39670977333.0,1585.240534,1533.095688,200804389.0,208202382.0,5.24107789993286
95,Cameroon,2020,5.04759979248047,25876387.0,26545864.0,56.7,57.3,39670977333.0,40804449726.0,1533.095688,1537.130218,208202382.0,215091700.0,5.14179992675781
96,Canada,2005,7.48175287246704,,32164313.0,,79.1,,1173110000000.0,,36382.50792,,25042819787.0,
97,Canada,2006,7.48560380935669,32164313.0,32536994.0,79.1,79.4,1173110000000.0,1319260000000.0,36382.50792,40504.06073,25042819787.0,25614229550.0,7.48175287246704
98,Canada,2007,7.48782444000244,32536994.0,32930795.0,79.4,79.5,1319260000000.0,1468820000000.0,40504.06073,44659.89514,25614229550.0,26208894916.0,7.48560380935669
99,Canada,2008,7.65034627914429,32930795.0,33337638.0,79.5,79.7,1468820000000.0,1552990000000.0,44659.89514,46710.50558,26208894916.0,26788262055.0,7.48782444000244
100,Canada,2009,7.42605352401733,33337638.0,33746093.0,79.7,80.0,1552990000000.0,1374630000000.0,46710.50558,40876.31015,26788262055.0,27334872496.0,7.65034627914429
101,Canada,2010,7.41514444351196,33746093.0,34147566.0,80.0,81.0,1374630000000.0,1617340000000.0,40876.31015,47562.08343,27334872496.0,27893676503.0,7.42605352401733
102,Canada,2011,7.59379386901855,34147566.0,34539156.0,81.0,85.0,1617340000000.0,1793330000000.0,47562.08343,52223.69611,27893676503.0,28463546701.0,7.41514444351196
103,Canada,2012,7.30425786972046,34539156.0,34922031.0,85.0,85.0,1793330000000.0,1828370000000.0,52223.69611,52669.08996,28463546701.0,29032809432.0,7.59379386901855
104,Canada,2013,7.41277265548706,34922031.0,35296535.0,85.0,87.0,1828370000000.0,1846600000000.0,52669.08996,52635.17496,29032809432.0,29606508169.0,7.30425786972046
105,Canada,2014,7.24484586715698,35296535.0,35664338.0,87.0,81.0,1846600000000.0,1805750000000.0,52635.17496,50955.99832,29606508169.0,30177071586.0,7.41277265548706
106,Canada,2015,7.41486835479736,35664338.0,36026668.0,81.0,81.2,1805750000000.0,1556510000000.0,50955.99832,43596.13554,30177071586.0,30750132962.0,7.24484586715698
107,Canada,2016,7.17549657821655,36026668.0,36382942.0,81.2,81.5,1556510000000.0,1527990000000.0,43596.13554,42315.60371,30750132962.0,31309699924.0,7.41486835479736
108,Canada,2017,7.10907649993896,36382942.0,36732091.0,81.5,81.6,1527990000000.0,1649270000000.0,42315.60371,45129.4293,31309699924.0,31879060360.0,7.17549657821655
109,Canada,2018,7.02490472793579,36732091.0,37074558.0,81.6,81.8,1649270000000.0,1725330000000.0,45129.4293,46548.63841,31879060360.0,32458530732.0,7.10907649993896
110,Canada,2019,7.10330009460449,37074558.0,37411038.0,81.8,82.0,1725330000000.0,1742020000000.0,46548.63841,46328.67184,32458530732.0,33040920340.0,7.02490472793579
111,Canada,2020,7.02510023117065,37411038.0,37742157.0,82.0,82.2,1742020000000.0,1645420000000.0,46328.67184,43258.26387,33040920340.0,33576743330.0,7.10330009460449
112,Chile,2005,5.69792985916138,,16182713.0,,77.3,,122315000000.0,,7558.371754,,1741318811.0,
113,Chile,2006,5.78943872451782,16182713.0,16354507.0,77.3,77.3,122315000000.0,153840000000.0,7558.371754,9406.584485,1741318811.0,1805268135.0,5.69792985916138
114,Chile,2007,6.49368619918823,16354507.0,16530201.0,77.3,77.8,153840000000.0,172566000000.0,9406.584485,10439.42846,1805268135.0,1875951383.0,5.78943872451782
115,Chile,2008,6.63565587997437,16530201.0,16708255.0,77.8,77.9,172566000000.0,179663000000.0,10439.42846,10752.9723,1875951383.0,1946746543.0,6.49368619918823
116,Chile,2009,6.52633476257324,16708255.0,16886184.0,77.9,78.0,179663000000.0,171413000000.0,10752.9723,10151.05852,1946746543.0,2012647046.0,6.63565587997437
117,Chile,2010,6.59912872314453,16886184.0,17062531.0,78.0,78.4,171413000000.0,217105000000.0,10151.05852,12724.10406,2012647046.0,2083958001.0,6.52633476257324
118,Chile,2011,6.74015378952026,17062531.0,17233584.0,78.4,78.9,217105000000.0,251225000000.0,12724.10406,14577.63266,2083958001.0,2162022405.0,6.59912872314453
119,Chile,2012,6.84423828125,17233584.0,17400359.0,78.9,78.9,251225000000.0,267176000000.0,14577.63266,15354.6184,2162022405.0,2241705986.0,6.74015378952026
120,Chile,2013,6.53274965286255,17400359.0,17571511.0,78.9,79.6,267176000000.0,277239000000.0,15354.6184,15777.78151,2241705986.0,2323516854.0,6.84423828125
121,Chile,2014,6.57905626296997,17571511.0,17758969.0,79.6,79.3,277239000000.0,259405000000.0,15777.78151,14606.99672,2323516854.0,2401090633.0,6.53274965286255
122,Chile,2015,6.32011938095093,17758969.0,17969356.0,79.3,79.1,259405000000.0,242497000000.0,14606.99672,13495.01061,2401090633.0,2482915104.0,6.57905626296997
123,Chile,2016,6.43622064590454,17969356.0,18209072.0,79.1,79.8,242497000000.0,249299000000.0,13495.01061,13690.90746,2482915104.0,2567307132.0,6.32011938095093
124,Chile,2017,5.94225025177002,18209072.0,18470435.0,79.8,79.9,249299000000.0,276365000000.0,13690.90746,14962.55685,2567307132.0,2651353160.0,6.43622064590454
125,Chile,2018,6.15064287185669,18470435.0,18729166.0,79.9,81.0,276365000000.0,295403000000.0,14962.55685,15772.33348,2651353160.0,2735762427.0,5.94225025177002
126,Chile,2019,6.17189979553223,18729166.0,18952035.0,81.0,83.0,295403000000.0,278585000000.0,15772.33348,14699.46278,2735762427.0,2821891690.0,6.15064287185669
127,Chile,2020,6.17180013656616,18952035.0,19116209.0,83.0,85.0,278585000000.0,252727000000.0,14699.46278,13220.57076,2821891690.0,2903063180.0,6.17189979553223
128,China,2005,4.86286211013794,,1330776380.0,,71.7,,2285970000000.0,,1753.417829,,97916885868.0,
129,China,2006,4.84629487991333,1330776380.0,1338408644.0,71.7,72.2,2285970000000.0,2752130000000.0,1753.417829,2099.229435,97916885868.0,104000000000.0,4.86286211013794
130,China,2007,4.45436096191406,1338408644.0,1345993891.0,72.2,72.7,2752130000000.0,3550340000000.0,2099.229435,2693.970063,104000000000.0,111000000000.0,4.84629487991333
131,China,2008,4.65273666381836,1345993891.0,1353569480.0,72.7,73.1,3550340000000.0,4594310000000.0,2693.970063,3468.304602,111000000000.0,119000000000.0,4.45436096191406
132,China,2009,5.03720760345459,1353569480.0,1361169410.0,73.1,73.5,4594310000000.0,5101700000000.0,3468.304602,3832.236432,119000000000.0,127000000000.0,4.65273666381836
133,China,2010,5.09491729736328,1361169410.0,1368810604.0,73.5,73.9,5101700000000.0,6087160000000.0,3832.236432,4550.453108,127000000000.0,135000000000.0,5.03720760345459
134,China,2011,5.24109029769897,1368810604.0,1376497633.0,73.9,74.2,6087160000000.0,7551500000000.0,4550.453108,5614.352135,135000000000.0,145000000000.0,5.09491729736328
135,China,2012,5.19561910629272,1376497633.0,1384206408.0,74.2,74.4,7551500000000.0,8532230000000.0,5614.352135,6300.615118,145000000000.0,155000000000.0,5.24109029769897
136,China,2013,5.30387783050537,1384206408.0,1391883335.0,74.4,74.5,8532230000000.0,9570410000000.0,6300.615118,7020.338485,155000000000.0,165000000000.0,5.19561910629272
137,China,2014,5.32495594024658,1391883335.0,1399453966.0,74.5,74.9,9570410000000.0,10475700000000.0,7020.338485,7636.116601,165000000000.0,175000000000.0,5.30387783050537
138,China,2015,5.09906148910522,1399453966.0,1406847868.0,74.9,75.0,10475700000000.0,11061600000000.0,7636.116601,8016.431435,175000000000.0,184000000000.0,5.32495594024658
139,China,2016,5.13143396377563,1406847868.0,1414049353.0,75.0,75.2,11061600000000.0,11233300000000.0,8016.431435,8094.363367,184000000000.0,194000000000.0,5.09906148910522
140,China,2017,5.14412021636963,1414049353.0,1421021794.0,75.2,75.4,11233300000000.0,12310400000000.0,8094.363367,8816.986905,194000000000.0,204000000000.0,5.13143396377563
141,China,2018,5.77106475830078,1421021794.0,1427647789.0,75.4,75.6,12310400000000.0,13894800000000.0,8816.986905,9905.342004,204000000000.0,214000000000.0,5.14412021636963
142,China,2019,5.3390998840332,1427647789.0,1433783692.0,75.6,75.8,13894800000000.0,14279900000000.0,9905.342004,10143.8382,214000000000.0,225000000000.0,5.77106475830078
143,China,2020,5.58529996871948,1433783692.0,1439323774.0,75.8,76.1,14279900000000.0,14687700000000.0,10143.8382,10408.66976,225000000000.0,236000000000.0,5.3390998840332
144,Colombia,2005,6.13841152191162,,42647731.0,,71.4,,145619000000.0,,3414.465158,,2193592255.0,
145,Colombia,2006,6.16839504241943,42647731.0,43200901.0,71.4,71.5,145619000000.0,161619000000.0,3414.465158,3741.092837,2193592255.0,2255596791.0,6.13841152191162
146,Colombia,2007,6.27160453796387,43200901.0,43737512.0,71.5,71.8,161619000000.0,206182000000.0,3741.092837,4714.073055,2255596791.0,2315775631.0,6.16839504241943
147,Colombia,2008,6.40811347961426,43737512.0,44254972.0,71.8,72.4,206182000000.0,242187000000.0,4714.073055,5472.53653,2315775631.0,2382425687.0,6.27160453796387
148,Colombia,2009,6.46395254135132,44254972.0,44750054.0,72.4,72.8,242187000000.0,232398000000.0,5472.53653,5193.241458,2382425687.0,2454982407.0,6.40811347961426
149,Colombia,2010,6.37487983703613,44750054.0,45222699.0,72.8,73.1,232398000000.0,286563000000.0,5193.241458,6336.709474,2454982407.0,2531260831.0,6.46395254135132
150,Colombia,2011,6.60655069351196,45222699.0,45662747.0,73.1,73.1,286563000000.0,334944000000.0,6336.709474,7335.166934,2531260831.0,2607340606.0,6.37487983703613
151,Colombia,2012,6.44878911972046,45662747.0,46075721.0,73.1,73.5,334944000000.0,370921000000.0,7335.166934,8050.255372,2607340606.0,2687067778.0,6.60655069351196
152,Colombia,2013,6.38757181167603,46075721.0,46495492.0,73.5,73.5,370921000000.0,382116000000.0,8050.255372,8218.347844,2687067778.0,2774495634.0,6.44878911972046
153,Colombia,2014,6.23371505737305,46495492.0,46967706.0,73.5,73.6,382116000000.0,381112000000.0,8218.347844,8114.343921,2774495634.0,2863194777.0,6.38757181167603
154,Colombia,2015,6.15734195709229,46967706.0,47520667.0,73.6,73.6,381112000000.0,293482000000.0,8114.343921,6175.87603,2863194777.0,2955160135.0,6.23371505737305
155,Colombia,2016,5.98351240158081,47520667.0,48175048.0,73.6,74.2,293482000000.0,282825000000.0,6175.87603,5870.777957,2955160135.0,3048402114.0,6.15734195709229
156,Colombia,2017,6.35029792785645,48175048.0,48909844.0,74.2,74.3,282825000000.0,311884000000.0,5870.777957,6376.706716,3048402114.0,3134697902.0,5.98351240158081
157,Colombia,2018,5.70917510986328,48909844.0,49661056.0,74.3,74.4,311884000000.0,334198000000.0,6376.706716,6729.583332,3134697902.0,3219578427.0,6.35029792785645
158,Colombia,2019,6.01240015029907,49661056.0,50339443.0,74.4,74.6,334198000000.0,323110000000.0,6729.583332,6418.615783,3219578427.0,3309997733.0,5.70917510986328
159,Colombia,2020,5.78060007095337,50339443.0,50882884.0,74.6,74.8,323110000000.0,270300000000.0,6418.615783,5312.198556,3309997733.0,3399102674.0,6.01240015029907
160,Denmark,2005,7.83423328399658,,5421701.0,,76.9,,264467000000.0,,48799.8256,,3457274966.0,
161,Denmark,2006,7.97089195251465,5421701.0,5444293.0,76.9,77.0,264467000000.0,282885000000.0,48799.8256,52026.99951,3457274966.0,3516703727.0,7.83423328399658
162,Denmark,2007,7.68335866928101,5444293.0,5469920.0,77.0,77.0,282885000000.0,319423000000.0,52026.99951,58487.05497,3516703727.0,3571359728.0,7.97089195251465
163,Denmark,2008,7.77051544189453,5469920.0,5497731.0,77.0,77.3,319423000000.0,353361000000.0,58487.05497,64322.0635,3571359728.0,3622579558.0,7.68335866928101
164,Denmark,2009,7.78823184967041,5497731.0,5526389.0,77.3,77.7,353361000000.0,321241000000.0,64322.0635,58163.27688,3622579558.0,3671395565.0,7.77051544189453
