,Target Score
117,7.69300317764282
127,5.43321561813354
128,6.00423717498779
138,6.12801027297974
139,5.80913114547729
149,4.00545072555542
150,4.32783174514771
160,6.2411994934082
161,6.45482063293457
171,4.65909719467163
172,4.89183568954468
182,7.11836433410645
183,7.03547239303589
193,5.00369310379028
194,4.96680974960327
204,3.81806874275208
205,3.24876976013184
215,6.92717885971069
216,7.33177995681763
226,6.51652669906616
227,6.44541692733765
237,5.79357528686523
238,5.90803909301758
248,4.63893365859985
249,4.45254802703857
259,6.00763607025146
260,6.27226829528809
270,4.65570259094238
271,4.61885023117065
281,6.39182567596436
282,6.42514419555664
292,5.29738330841064
293,5.68522071838379
303,6.30887889862061
304,6.06409788131714
314,6.54957866668701
315,6.43194532394409
325,5.6822772026062
326,5.80345058441162
336,5.8691725730896
337,6.26774501800537
347,5.51350021362305
348,5.44052362442017
358,6.35639333724976
359,6.5612473487854
369,4.88392210006714
370,5.03486347198486
380,5.84023141860962
381,5.90281677246094
391,6.51337099075317
392,6.45744943618774
402,7.37479209899902
403,7.39809274673462
413,5.49746894836426
414,5.4640154838562
424,3.44502329826355
425,3.64015483856201
435,6.01156187057495
436,6.02215147018433
446,5.1856894493103
447,4.87207365036011
457,4.32171487808228
458,4.94805145263672
468,4.66190910339355
469,4.70176219940186
479,7.2334451675415
480,7.157151222229
490,6.8826847076416
491,6.94370126724243
501,6.37171459197998
502,6.60033702850342
512,3.61647987365723
513,2.69352316856384
