,Country,Target Year,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
0,Argentina,2008,38892924.0,39289876.0,39684303.0,40080159.0,74.1,74.0,74.1,74.1,198737000000.0,232557000000.0,287531000000.0,361558000000.0,5109.852245,5919.012338,7245.446857,9020.873323,5690959659.0,5865568651.0,6039814411.0,6227920411.0,6.07315826416016,5.96103429794312,6.42413330078125
1,Argentina,2009,39289876.0,39684303.0,40080159.0,40482786.0,74.0,74.1,74.1,74.7,232557000000.0,287531000000.0,361558000000.0,332976000000.0,5919.012338,7245.446857,9020.873323,8225.137583,5865568651.0,6039814411.0,6227920411.0,6406869611.0,5.96103429794312,6.42413330078125,6.44106721878052
2,Argentina,2010,39684303.0,40080159.0,40482786.0,40895751.0,74.1,74.1,74.7,74.9,287531000000.0,361558000000.0,332976000000.0,423627000000.0,7245.446857,9020.873323,8225.137583,10385.96443,6039814411.0,6227920411.0,6406869611.0,6593602747.0,6.42413330078125,6.44106721878052,6.77580547332764
3,Argentina,2011,40080159.0,40482786.0,40895751.0,41320497.0,74.1,74.7,74.9,75.2,361558000000.0,332976000000.0,423627000000.0,530163000000.0,9020.873323,8225.137583,10385.96443,12848.8642,6227920411.0,6406869611.0,6593602747.0,6783876521.0,6.44106721878052,6.77580547332764,6.46838712692261
4,Argentina,2012,40482786.0,40895751.0,41320497.0,41755188.0,74.7,74.9,75.2,74.8,332976000000.0,423627000000.0,530163000000.0,545982000000.0,8225.137583,10385.96443,12848.8642,13082.66433,6406869611.0,6593602747.0,6783876521.0,6975591369.0,6.77580547332764,6.46838712692261,6.58226013183594
5,Argentina,2013,40895751.0,41320497.0,41755188.0,42196034.0,74.9,75.2,74.8,75.4,423627000000.0,530163000000.0,545982000000.0,552025000000.0,10385.96443,12848.8642,13082.66433,13080.25473,6593602747.0,6783876521.0,6975591369.0,7165724742.0,6.46838712692261,6.58226013183594,6.67111444473267
6,Argentina,2014,41320497.0,41755188.0,42196034.0,42637508.0,75.2,74.8,75.4,75.6,530163000000.0,545982000000.0,552025000000.0,526320000000.0,12848.8642,13082.66433,13080.25473,12334.79825,6783876521.0,6975591369.0,7165724742.0,7354381844.0,6.58226013183594,6.67111444473267,6.69713068008423
7,Argentina,2015,41755188.0,42196034.0,42637508.0,43075416.0,74.8,75.4,75.6,75.5,545982000000.0,552025000000.0,526320000000.0,594749000000.0,13082.66433,13080.25473,12334.79825,13789.06042,6975591369.0,7165724742.0,7354381844.0,7546787804.0,6.67111444473267,6.69713068008423,6.42722129821777
13,Bangladesh,2008,139035505.0,140921154.0,142660381.0,144304164.0,65.3,65.8,66.3,66.8,69442943089.0,71819083684.0,79611888213.0,91631278239.0,499.4619402,509.6401899,558.0518407,634.9870697,584171704.0,625860872.0,668503000.0,713803872.0,4.60732221603394,5.05227851867676,5.08285140991211
14,Bangladesh,2009,140921154.0,142660381.0,144304164.0,145924795.0,65.8,66.3,66.8,67.3,71819083684.0,79611888213.0,91631278239.0,102478000000.0,509.6401899,558.0518407,634.9870697,702.2644196,625860872.0,668503000.0,713803872.0,762951944.0,5.05227851867676,5.08285140991211,4.85848140716553
15,Bangladesh,2010,142660381.0,144304164.0,145924795.0,147575433.0,66.3,66.8,67.3,67.8,79611888213.0,91631278239.0,102478000000.0,115279000000.0,558.0518407,634.9870697,702.2644196,781.1535777,668503000.0,713803872.0,762951944.0,816943497.0,5.08285140991211,4.85848140716553,4.98564910888672
16,Bangladesh,2011,144304164.0,145924795.0,147575433.0,149273134.0,66.8,67.3,67.8,68.2,91631278239.0,102478000000.0,115279000000.0,128638000000.0,634.9870697,702.2644196,781.1535777,861.7621622,713803872.0,762951944.0,816943497.0,873499841.0,4.85848140716553,4.98564910888672,4.7244439125061
17,Bangladesh,2012,145924795.0,147575433.0,149273134.0,151005733.0,67.3,67.8,68.2,68.6,102478000000.0,115279000000.0,128638000000.0,133356000000.0,702.2644196,781.1535777,861.7621622,883.1171296,762951944.0,816943497.0,873499841.0,934191161.0,4.98564910888672,4.7244439125061,4.66016101837158
18,Bangladesh,2013,147575433.0,149273134.0,151005733.0,152761413.0,67.8,68.2,68.6,69.1,115279000000.0,128638000000.0,133356000000.0,149990000000.0,781.1535777,861.7621622,883.1171296,981.8608514,816943497.0,873499841.0,934191161.0,995972826.0,4.7244439125061,4.66016101837158,4.63556480407715
19,Bangladesh,2014,149273134.0,151005733.0,152761413.0,154517385.0,68.2,68.6,69.1,69.5,128638000000.0,133356000000.0,149990000000.0,172885000000.0,861.7621622,883.1171296,981.8608514,1118.873808,873499841.0,934191161.0,995972826.0,1061951464.0,4.66016101837158,4.63556480407715,4.63347387313843
20,Bangladesh,2015,151005733.0,152761413.0,154517385.0,156256287.0,68.6,69.1,69.5,69.9,133356000000.0,149990000000.0,172885000000.0,195079000000.0,883.1171296,981.8608514,1118.873808,1248.45331,934191161.0,995972826.0,1061951464.0,1135228712.0,4.63556480407715,4.63347387313843,4.5561408996582
26,Bolivia,2008,9232301.0,9395449.0,9558438.0,9721457.0,65.312,65.853,66.395,66.937,9549077919.0,11451869202.0,13120183208.0,16674324662.0,1034.311806,1218.874074,1372.628374,1715.208395,252115175.0,263662889.0,276325429.0,289879151.0,5.62841939926147,5.29787254333496,6.08557939529419
27,Bolivia,2009,9395449.0,9558438.0,9721457.0,9884790.0,65.853,66.395,66.937,67.476,11451869202.0,13120183208.0,16674324662.0,17339992194.0,1218.874074,1372.628374,1715.208395,1754.209467,263662889.0,276325429.0,289879151.0,304108591.0,5.29787254333496,6.08557939529419,5.78062009811401
28,Bolivia,2010,9558438.0,9721457.0,9884790.0,10048597.0,66.395,66.937,67.476,68.007,13120183208.0,16674324662.0,17339992194.0,19649631308.0,1372.628374,1715.208395,1754.209467,1955.460181,276325429.0,289879151.0,304108591.0,319534555.0,6.08557939529419,5.78062009811401,5.77887439727783
29,Bolivia,2011,9721457.0,9884790.0,10048597.0,10212951.0,66.937,67.476,68.007,68.521,16674324662.0,17339992194.0,19649631308.0,23963033429.0,1715.208395,1754.209467,1955.460181,2346.337844,289879151.0,304108591.0,319534555.0,336526971.0,5.78062009811401,5.77887439727783,6.0188946723938
30,Bolivia,2012,9884790.0,10048597.0,10212951.0,10377677.0,67.476,68.007,68.521,69.01,17339992194.0,19649631308.0,23963033429.0,27084497482.0,1754.209467,1955.460181,2346.337844,2609.880562,304108591.0,319534555.0,336526971.0,354305885.0,5.77887439727783,6.0188946723938,5.76742887496948
31,Bolivia,2013,10048597.0,10212951.0,10377677.0,10542375.0,68.007,68.521,69.01,69.468,19649631308.0,23963033429.0,27084497482.0,30659338886.0,1955.460181,2346.337844,2609.880562,2908.200371,319534555.0,336526971.0,354305885.0,373399755.0,6.0188946723938,5.76742887496948,5.8647985458374
32,Bolivia,2014,10212951.0,10377677.0,10542375.0,10706517.0,68.521,69.01,69.468,69.891,23963033429.0,27084497482.0,30659338886.0,32996188017.0,2346.337844,2609.880562,2908.200371,3081.878824,336526971.0,354305885.0,373399755.0,394116472.0,5.76742887496948,5.8647985458374,5.83432912826538
33,Bolivia,2015,10377677.0,10542375.0,10706517.0,10869732.0,69.01,69.468,69.891,70.277,27084497482.0,30659338886.0,32996188017.0,33000198249.0,2609.880562,2908.200371,3081.878824,3035.971655,354305885.0,373399755.0,394116472.0,415394141.0,5.8647985458374,5.83432912826538,5.76972341537476
39,Brazil,2008,186127108.0,188167353.0,190130445.0,192030362.0,75.0,71.0,71.4,71.8,891634000000.0,1107630000000.0,1397110000000.0,1695860000000.0,4790.456566,5886.391522,7348.187963,8831.183643,9225451782.0,9594322782.0,9984895782.0,10397533782.0,6.3206729888916,6.69142484664917,7.00083160400391
40,Brazil,2009,188167353.0,190130445.0,192030362.0,193886505.0,71.0,71.4,71.8,72.0,1107630000000.0,1397110000000.0,1695860000000.0,1667000000000.0,5886.391522,7348.187963,8831.183643,8597.794335,9594322782.0,9984895782.0,10397533782.0,10787308782.0,6.69142484664917,7.00083160400391,6.83733129501343
41,Brazil,2010,190130445.0,192030362.0,193886505.0,195713637.0,71.4,71.8,72.0,72.7,1397110000000.0,1695860000000.0,1667000000000.0,2208840000000.0,7348.187963,8831.183643,8597.794335,11286.07154,9984895782.0,10397533782.0,10787308782.0,11227577782.0,7.00083160400391,6.83733129501343,7.03781652450562
42,Brazil,2011,192030362.0,193886505.0,195713637.0,197514541.0,71.8,72.0,72.7,73.0,1695860000000.0,1667000000000.0,2208840000000.0,2616160000000.0,8831.183643,8597.794335,11286.07154,13245.38737,10397533782.0,10787308782.0,11227577782.0,11690157782.0,6.83733129501343,7.03781652450562,6.66000366210938
43,Brazil,2012,193886505.0,195713637.0,197514541.0,199287292.0,72.0,72.7,73.0,73.3,1667000000000.0,2208840000000.0,2616160000000.0,2465230000000.0,8597.794335,11286.07154,13245.38737,12370.22325,10787308782.0,11227577782.0,11690157782.0,12188466782.0,7.03781652450562,6.66000366210938,7.14028263092041
44,Brazil,2013,195713637.0,197514541.0,199287292.0,201035904.0,72.7,73.0,73.3,73.4,2208840000000.0,2616160000000.0,2465230000000.0,2472820000000.0,11286.07154,13245.38737,12370.22325,12300.38671,11227577782.0,11690157782.0,12188466782.0,12720884782.0,6.66000366210938,7.14028263092041,6.98099899291992
45,Brazil,2014,197514541.0,199287292.0,201035904.0,202763744.0,73.0,73.3,73.4,73.6,2616160000000.0,2465230000000.0,2472820000000.0,2456040000000.0,13245.38737,12370.22325,12300.38671,12112.83496,11690157782.0,12188466782.0,12720884782.0,13278785782.0,7.14028263092041,6.98099899291992,6.54689693450928
46,Brazil,2015,199287292.0,201035904.0,202763744.0,204471759.0,73.3,73.4,73.6,73.8,2465230000000.0,2472820000000.0,2456040000000.0,1802210000000.0,12370.22325,12300.38671,12112.83496,8813.989806,12188466782.0,12720884782.0,13278785782.0,13808138782.0,6.98099899291992,6.54689693450928,6.37481737136841
52,Cambodia,2008,13273355.0,13477705.0,13679953.0,13883835.0,57.7,58.5,59.3,63.0,6293046162.0,7274595707.0,8639235842.0,10351914093.0,474.1111921,539.7503289,631.5252576,745.609127,40051143.0,43048295.0,46519437.0,50400809.0,4.15597105026245,4.4621639251709,4.11062574386597
53,Cambodia,2009,13477705.0,13679953.0,13883835.0,14093605.0,58.5,59.3,63.0,61.5,7274595707.0,8639235842.0,10351914093.0,10401851851.0,539.7503289,631.5252576,745.609127,738.0547312,43048295.0,46519437.0,50400809.0,54957895.0,4.4621639251709,4.11062574386597,4.14107227325439
54,Cambodia,2010,13679953.0,13883835.0,14093605.0,14312205.0,59.3,63.0,61.5,62.9,8639235842.0,10351914093.0,10401851851.0,11242275199.0,631.5252576,745.609127,738.0547312,785.5026671,46519437.0,50400809.0,54957895.0,60058259.0,4.11062574386597,4.14107227325439,4.16122531890869
55,Cambodia,2011,13883835.0,14093605.0,14312205.0,14541421.0,63.0,61.5,62.9,64.1,10351914093.0,10401851851.0,11242275199.0,12829541141.0,745.609127,738.0547312,785.5026671,882.275614,50400809.0,54957895.0,60058259.0,65252349.0,4.14107227325439,4.16122531890869,3.89870691299438
56,Cambodia,2012,14093605.0,14312205.0,14541421.0,14780454.0,61.5,62.9,64.1,65.0,10401851851.0,11242275199.0,12829541141.0,14054443213.0,738.0547312,785.5026671,882.275614,950.880346,54957895.0,60058259.0,65252349.0,70703789.0,4.16122531890869,3.89870691299438,3.67446684837341
57,Cambodia,2013,14312205.0,14541421.0,14780454.0,15026330.0,62.9,64.1,65.0,65.6,11242275199.0,12829541141.0,14054443213.0,15227991395.0,785.5026671,882.275614,950.880346,1013.420536,60058259.0,65252349.0,70703789.0,76281895.0,3.89870691299438,3.67446684837341,3.88330554962158
58,Cambodia,2014,14541421.0,14780454.0,15026330.0,15274506.0,64.1,65.0,65.6,66.1,12829541141.0,14054443213.0,15227991395.0,16702610842.0,882.275614,950.880346,1013.420536,1093.495976,65252349.0,70703789.0,76281895.0,82775697.0,3.67446684837341,3.88330554962158,4.16216468811035
59,Cambodia,2015,14780454.0,15026330.0,15274506.0,15521435.0,65.0,65.6,66.1,66.6,14054443213.0,15227991395.0,16702610842.0,18049954289.0,950.880346,1013.420536,1093.495976,1162.904995,70703789.0,76281895.0,82775697.0,91302231.0,3.88330554962158,4.16216468811035,4.46125936508179
65,Cameroon,2008,17733408.0,18223677.0,18730283.0,19252674.0,51.4,51.5,51.6,51.8,19509850837.0,20910513975.0,23928251334.0,27715144580.0,1100.174926,1147.4366,1277.516807,1439.547804,116874535.0,120627001.0,126330101.0,131756117.0,4.34993934631348,4.2918004989624,4.7414083480835
66,Cameroon,2009,18223677.0,18730283.0,19252674.0,19789922.0,51.5,51.6,51.8,52.1,20910513975.0,23928251334.0,27715144580.0,27932971683.0,1147.4366,1277.516807,1439.547804,1411.474572,120627001.0,126330101.0,131756117.0,138350167.0,4.2918004989624,4.7414083480835,4.55425691604614
67,Cameroon,2010,18730283.0,19252674.0,19789922.0,20341236.0,51.6,51.8,52.1,52.8,23928251334.0,27715144580.0,27932971683.0,27507499709.0,1277.516807,1439.547804,1411.474572,1352.302275,126330101.0,131756117.0,138350167.0,145012214.0,4.7414083480835,4.55425691604614,4.43388509750366
68,Cameroon,2011,19252674.0,19789922.0,20341236.0,20906392.0,51.8,52.1,52.8,53.3,27715144580.0,27932971683.0,27507499709.0,30630912185.0,1439.547804,1411.474572,1352.302275,1465.145788,131756117.0,138350167.0,145012214.0,151533021.0,4.55425691604614,4.43388509750366,4.24463415145874
69,Cameroon,2012,19789922.0,20341236.0,20906392.0,21485267.0,52.1,52.8,53.3,53.6,27932971683.0,27507499709.0,30630912185.0,30155064574.0,1411.474572,1352.302275,1465.145788,1403.522915,138350167.0,145012214.0,151533021.0,157692392.0,4.43388509750366,4.24463415145874,4.27103805541992
70,Cameroon,2013,20341236.0,20906392.0,21485267.0,22077300.0,52.8,53.3,53.6,54.2,27507499709.0,30630912185.0,30155064574.0,33728622819.0,1352.302275,1465.145788,1403.522915,1527.751257,145012214.0,151533021.0,157692392.0,162762779.0,4.24463415145874,4.27103805541992,4.24044132232666
71,Cameroon,2014,20906392.0,21485267.0,22077300.0,22681853.0,53.3,53.6,54.2,54.8,30630912185.0,30155064574.0,33728622819.0,36386546918.0,1465.145788,1403.522915,1527.751257,1604.214035,151533021.0,157692392.0,162762779.0,169612568.0,4.27103805541992,4.24044132232666,5.03796482086182
72,Cameroon,2015,21485267.0,22077300.0,22681853.0,23298376.0,53.6,54.2,54.8,55.3,30155064574.0,33728622819.0,36386546918.0,32210232912.0,1403.522915,1527.751257,1604.214035,1382.50979,157692392.0,162762779.0,169612568.0,177358737.0,4.24044132232666,5.03796482086182,4.81623220443726
78,Canada,2008,32164313.0,32536994.0,32930795.0,33337638.0,79.1,79.4,79.5,79.7,1173110000000.0,1319260000000.0,1468820000000.0,1552990000000.0,36382.50792,40504.06073,44659.89514,46710.50558,25042819787.0,25614229550.0,26208894916.0,26788262055.0,7.48175287246704,7.48560380935669,7.48782444000244
79,Canada,2009,32536994.0,32930795.0,33337638.0,33746093.0,79.4,79.5,79.7,80.0,1319260000000.0,1468820000000.0,1552990000000.0,1374630000000.0,40504.06073,44659.89514,46710.50558,40876.31015,25614229550.0,26208894916.0,26788262055.0,27334872496.0,7.48560380935669,7.48782444000244,7.65034627914429
80,Canada,2010,32930795.0,33337638.0,33746093.0,34147566.0,79.5,79.7,80.0,81.0,1468820000000.0,1552990000000.0,1374630000000.0,1617340000000.0,44659.89514,46710.50558,40876.31015,47562.08343,26208894916.0,26788262055.0,27334872496.0,27893676503.0,7.48782444000244,7.65034627914429,7.42605352401733
81,Canada,2011,33337638.0,33746093.0,34147566.0,34539156.0,79.7,80.0,81.0,85.0,1552990000000.0,1374630000000.0,1617340000000.0,1793330000000.0,46710.50558,40876.31015,47562.08343,52223.69611,26788262055.0,27334872496.0,27893676503.0,28463546701.0,7.65034627914429,7.42605352401733,7.41514444351196
82,Canada,2012,33746093.0,34147566.0,34539156.0,34922031.0,80.0,81.0,85.0,85.0,1374630000000.0,1617340000000.0,1793330000000.0,1828370000000.0,40876.31015,47562.08343,52223.69611,52669.08996,27334872496.0,27893676503.0,28463546701.0,29032809432.0,7.42605352401733,7.41514444351196,7.59379386901855
83,Canada,2013,34147566.0,34539156.0,34922031.0,35296535.0,81.0,85.0,85.0,87.0,1617340000000.0,1793330000000.0,1828370000000.0,1846600000000.0,47562.08343,52223.69611,52669.08996,52635.17496,27893676503.0,28463546701.0,29032809432.0,29606508169.0,7.41514444351196,7.59379386901855,7.30425786972046
84,Canada,2014,34539156.0,34922031.0,35296535.0,35664338.0,85.0,85.0,87.0,81.0,1793330000000.0,1828370000000.0,1846600000000.0,1805750000000.0,52223.69611,52669.08996,52635.17496,50955.99832,28463546701.0,29032809432.0,29606508169.0,30177071586.0,7.59379386901855,7.30425786972046,7.41277265548706
85,Canada,2015,34922031.0,35296535.0,35664338.0,36026668.0,85.0,87.0,81.0,81.2,1828370000000.0,1846600000000.0,1805750000000.0,1556510000000.0,52669.08996,52635.17496,50955.99832,43596.13554,29032809432.0,29606508169.0,30177071586.0,30750132962.0,7.30425786972046,7.41277265548706,7.24484586715698
91,Chile,2008,16182713.0,16354507.0,16530201.0,16708255.0,77.3,77.3,77.8,77.9,122315000000.0,153840000000.0,172566000000.0,179663000000.0,7558.371754,9406.584485,10439.42846,10752.9723,1741318811.0,1805268135.0,1875951383.0,1946746543.0,5.69792985916138,5.78943872451782,6.49368619918823
92,Chile,2009,16354507.0,16530201.0,16708255.0,16886184.0,77.3,77.8,77.9,78.0,153840000000.0,172566000000.0,179663000000.0,171413000000.0,9406.584485,10439.42846,10752.9723,10151.05852,1805268135.0,1875951383.0,1946746543.0,2012647046.0,5.78943872451782,6.49368619918823,6.63565587997437
93,Chile,2010,16530201.0,16708255.0,16886184.0,17062531.0,77.8,77.9,78.0,78.4,172566000000.0,179663000000.0,171413000000.0,217105000000.0,10439.42846,10752.9723,10151.05852,12724.10406,1875951383.0,1946746543.0,2012647046.0,2083958001.0,6.49368619918823,6.63565587997437,6.52633476257324
94,Chile,2011,16708255.0,16886184.0,17062531.0,17233584.0,77.9,78.0,78.4,78.9,179663000000.0,171413000000.0,217105000000.0,251225000000.0,10752.9723,10151.05852,12724.10406,14577.63266,1946746543.0,2012647046.0,2083958001.0,2162022405.0,6.63565587997437,6.52633476257324,6.59912872314453
95,Chile,2012,16886184.0,17062531.0,17233584.0,17400359.0,78.0,78.4,78.9,78.9,171413000000.0,217105000000.0,251225000000.0,267176000000.0,10151.05852,12724.10406,14577.63266,15354.6184,2012647046.0,2083958001.0,2162022405.0,2241705986.0,6.52633476257324,6.59912872314453,6.74015378952026
96,Chile,2013,17062531.0,17233584.0,17400359.0,17571511.0,78.4,78.9,78.9,79.6,217105000000.0,251225000000.0,267176000000.0,277239000000.0,12724.10406,14577.63266,15354.6184,15777.78151,2083958001.0,2162022405.0,2241705986.0,2323516854.0,6.59912872314453,6.74015378952026,6.84423828125
97,Chile,2014,17233584.0,17400359.0,17571511.0,17758969.0,78.9,78.9,79.6,79.3,251225000000.0,267176000000.0,277239000000.0,259405000000.0,14577.63266,15354.6184,15777.78151,14606.99672,2162022405.0,2241705986.0,2323516854.0,2401090633.0,6.74015378952026,6.84423828125,6.53274965286255
98,Chile,2015,17400359.0,17571511.0,17758969.0,17969356.0,78.9,79.6,79.3,79.1,267176000000.0,277239000000.0,259405000000.0,242497000000.0,15354.6184,15777.78151,14606.99672,13495.01061,2241705986.0,2323516854.0,2401090633.0,2482915104.0,6.84423828125,6.53274965286255,6.57905626296997
104,China,2008,1330776380.0,1338408644.0,1345993891.0,1353569480.0,71.7,72.2,72.7,73.1,2285970000000.0,2752130000000.0,3550340000000.0,4594310000000.0,1753.417829,2099.229435,2693.970063,3468.304602,97916885868.0,104000000000.0,111000000000.0,119000000000.0,4.86286211013794,4.84629487991333,4.45436096191406
105,China,2009,1338408644.0,1345993891.0,1353569480.0,1361169410.0,72.2,72.7,73.1,73.5,2752130000000.0,3550340000000.0,4594310000000.0,5101700000000.0,2099.229435,2693.970063,3468.304602,3832.236432,104000000000.0,111000000000.0,119000000000.0,127000000000.0,4.84629487991333,4.45436096191406,4.65273666381836
106,China,2010,1345993891.0,1353569480.0,1361169410.0,1368810604.0,72.7,73.1,73.5,73.9,3550340000000.0,4594310000000.0,5101700000000.0,6087160000000.0,2693.970063,3468.304602,3832.236432,4550.453108,111000000000.0,119000000000.0,127000000000.0,135000000000.0,4.45436096191406,4.65273666381836,5.03720760345459
107,China,2011,1353569480.0,1361169410.0,1368810604.0,1376497633.0,73.1,73.5,73.9,74.2,4594310000000.0,5101700000000.0,6087160000000.0,7551500000000.0,3468.304602,3832.236432,4550.453108,5614.352135,119000000000.0,127000000000.0,135000000000.0,145000000000.0,4.65273666381836,5.03720760345459,5.09491729736328
108,China,2012,1361169410.0,1368810604.0,1376497633.0,1384206408.0,73.5,73.9,74.2,74.4,5101700000000.0,6087160000000.0,7551500000000.0,8532230000000.0,3832.236432,4550.453108,5614.352135,6300.615118,127000000000.0,135000000000.0,145000000000.0,155000000000.0,5.03720760345459,5.09491729736328,5.24109029769897
109,China,2013,1368810604.0,1376497633.0,1384206408.0,1391883335.0,73.9,74.2,74.4,74.5,6087160000000.0,7551500000000.0,8532230000000.0,9570410000000.0,4550.453108,5614.352135,6300.615118,7020.338485,135000000000.0,145000000000.0,155000000000.0,165000000000.0,5.09491729736328,5.24109029769897,5.19561910629272
110,China,2014,1376497633.0,1384206408.0,1391883335.0,1399453966.0,74.2,74.4,74.5,74.9,7551500000000.0,8532230000000.0,9570410000000.0,10475700000000.0,5614.352135,6300.615118,7020.338485,7636.116601,145000000000.0,155000000000.0,165000000000.0,175000000000.0,5.24109029769897,5.19561910629272,5.30387783050537
111,China,2015,1384206408.0,1391883335.0,1399453966.0,1406847868.0,74.4,74.5,74.9,75.0,8532230000000.0,9570410000000.0,10475700000000.0,11061600000000.0,6300.615118,7020.338485,7636.116601,8016.431435,155000000000.0,165000000000.0,175000000000.0,184000000000.0,5.19561910629272,5.30387783050537,5.32495594024658
117,Colombia,2008,42647731.0,43200901.0,43737512.0,44254972.0,71.4,71.5,71.8,72.4,145619000000.0,161619000000.0,206182000000.0,242187000000.0,3414.465158,3741.092837,4714.073055,5472.53653,2193592255.0,2255596791.0,2315775631.0,2382425687.0,6.13841152191162,6.16839504241943,6.27160453796387
118,Colombia,2009,43200901.0,43737512.0,44254972.0,44750054.0,71.5,71.8,72.4,72.8,161619000000.0,206182000000.0,242187000000.0,232398000000.0,3741.092837,4714.073055,5472.53653,5193.241458,2255596791.0,2315775631.0,2382425687.0,2454982407.0,6.16839504241943,6.27160453796387,6.40811347961426
119,Colombia,2010,43737512.0,44254972.0,44750054.0,45222699.0,71.8,72.4,72.8,73.1,206182000000.0,242187000000.0,232398000000.0,286563000000.0,4714.073055,5472.53653,5193.241458,6336.709474,2315775631.0,2382425687.0,2454982407.0,2531260831.0,6.27160453796387,6.40811347961426,6.46395254135132
120,Colombia,2011,44254972.0,44750054.0,45222699.0,45662747.0,72.4,72.8,73.1,73.1,242187000000.0,232398000000.0,286563000000.0,334944000000.0,5472.53653,5193.241458,6336.709474,7335.166934,2382425687.0,2454982407.0,2531260831.0,2607340606.0,6.40811347961426,6.46395254135132,6.37487983703613
121,Colombia,2012,44750054.0,45222699.0,45662747.0,46075721.0,72.8,73.1,73.1,73.5,232398000000.0,286563000000.0,334944000000.0,370921000000.0,5193.241458,6336.709474,7335.166934,8050.255372,2454982407.0,2531260831.0,2607340606.0,2687067778.0,6.46395254135132,6.37487983703613,6.60655069351196
122,Colombia,2013,45222699.0,45662747.0,46075721.0,46495492.0,73.1,73.1,73.5,73.5,286563000000.0,334944000000.0,370921000000.0,382116000000.0,6336.709474,7335.166934,8050.255372,8218.347844,2531260831.0,2607340606.0,2687067778.0,2774495634.0,6.37487983703613,6.60655069351196,6.44878911972046
123,Colombia,2014,45662747.0,46075721.0,46495492.0,46967706.0,73.1,73.5,73.5,73.6,334944000000.0,370921000000.0,382116000000.0,381112000000.0,7335.166934,8050.255372,8218.347844,8114.343921,2607340606.0,2687067778.0,2774495634.0,2863194777.0,6.60655069351196,6.44878911972046,6.38757181167603
124,Colombia,2015,46075721.0,46495492.0,46967706.0,47520667.0,73.5,73.5,73.6,73.6,370921000000.0,382116000000.0,381112000000.0,293482000000.0,8050.255372,8218.347844,8114.343921,6175.87603,2687067778.0,2774495634.0,2863194777.0,2955160135.0,6.44878911972046,6.38757181167603,6.23371505737305
130,Denmark,2008,5421701.0,5444293.0,5469920.0,5497731.0,76.9,77.0,77.0,77.3,264467000000.0,282885000000.0,319423000000.0,353361000000.0,48799.8256,52026.99951,58487.05497,64322.0635,3457274966.0,3516703727.0,3571359728.0,3622579558.0,7.83423328399658,7.97089195251465,7.68335866928101
131,Denmark,2009,5444293.0,5469920.0,5497731.0,5526389.0,77.0,77.0,77.3,77.7,282885000000.0,319423000000.0,353361000000.0,321241000000.0,52026.99951,58487.05497,64322.0635,58163.27688,3516703727.0,3571359728.0,3622579558.0,3671395565.0,7.97089195251465,7.68335866928101,7.77051544189453
132,Denmark,2010,5469920.0,5497731.0,5526389.0,5554849.0,77.0,77.3,77.7,78.1,319423000000.0,353361000000.0,321241000000.0,321995000000.0,58487.05497,64322.0635,58163.27688,58041.39844,3571359728.0,3622579558.0,3671395565.0,3720566069.0,7.68335866928101,7.77051544189453,7.78823184967041
133,Denmark,2011,5497731.0,5526389.0,5554849.0,5582980.0,77.3,77.7,78.1,78.1,353361000000.0,321241000000.0,321995000000.0,344003000000.0,64322.0635,58163.27688,58041.39844,61753.64713,3622579558.0,3671395565.0,3720566069.0,3764781246.0,7.77051544189453,7.78823184967041,7.51990938186646
134,Denmark,2012,5526389.0,5554849.0,5582980.0,5610909.0,77.7,78.1,78.1,78.4,321241000000.0,321995000000.0,344003000000.0,327149000000.0,58163.27688,58041.39844,61753.64713,58507.50805,3671395565.0,3720566069.0,3764781246.0,3804621405.0,7.78823184967041,7.51990938186646,7.58860683441162
135,Denmark,2013,5554849.0,5582980.0,5610909.0,5638152.0,78.1,78.1,78.4,78.8,321995000000.0,344003000000.0,327149000000.0,343584000000.0,58041.39844,61753.64713,58507.50805,61191.1937,3720566069.0,3764781246.0,3804621405.0,3846367301.0,7.51990938186646,7.58860683441162,7.50755929946899
136,Denmark,2014,5582980.0,5610909.0,5638152.0,5664199.0,78.1,78.4,78.8,78.9,344003000000.0,327149000000.0,343584000000.0,352994000000.0,61753.64713,58507.50805,61191.1937,62548.98473,3764781246.0,3804621405.0,3846367301.0,3883910718.0,7.58860683441162,7.50755929946899,7.5144248008728
137,Denmark,2015,5610909.0,5638152.0,5664199.0,5688695.0,78.4,78.8,78.9,79.2,327149000000.0,343584000000.0,352994000000.0,302673000000.0,58507.50805,61191.1937,62548.98473,53254.85637,3804621405.0,3846367301.0,3883910718.0,3919114412.0,7.50755929946899,7.5144248008728,7.5577826499939
143,Dominican Republic,2008,9097262.0,9218681.0,9338856.0,9458079.0,72.0,71.2,71.4,73.0,35777570136.0,37879869898.0,43965420072.0,48122547177.0,3932.784407,4109.033591,4707.795052,5087.983213,409162209.0,428274141.0,448267071.0,468598907.0,5.08130598068237,4.8423056602478,5.43161392211914
